Rank,Country,Elections,Seats*,Women,% W,Elections.1,Seats*.1,Women.1,% W.1
"""",Saint Lucia,12 2001,18,2,11.1,05 1997,11,2,18.2
69,Morocco,09 2002,325,35,10.8,9 2001,270,1,0.4
70,Barbados,01 1999,28,3,10.7,01 1999,21,7,33.3
"""",Cyprus,05 2001,56,6,10.7,---,---,---,---
"""",Romania,11 2000,345,37,10.7,11 2000,140,8,5.7
71,Lithuania,10 2000,141,15,10.6,---,---,---,---
72,Azerbaijan,11 2000,124,13,10.5,---,---,---,---
"""",Mongolia,07 2000,76,8,10.5,---,---,---,---
73,Kazakhstan,10 1999,77,8,10.4,09 1999,39,5,12.8
"""",Malaysia,11 1999,193,20,10.4,03 1998,69,18,26.1
"""",Syrian Arab Republic,11 1998,250,26,10.4,---,---,---,---
74,Belarus,10 2000,97,10,10.3,12 2000,61,19,31.1
75,Kyrgyzstan,02 2000,60,6,10.0,02 2000,45,1,2.2
"""",Zimbabwe,06 2000,150,15,10.0,---,---,---,---
76,Panama,05 1999,71,7,9.9,---,---,---,---
77,Italy,05 2001,630,62,9.8,05 2001,321,25,7.8
78,Sudan,12 2000,360,35,9.7,---,---,---,---
"""",Venezuela,07 2000,165,16,9.7,---,---,---,---
79,El Salvador,03 2000,84,8,9.5,---,---,---,---
80,Bhutan,N.A.,150,14,9.3,---,---,---,---
"""",Malawi,06 1999,193,18,9.3,---,---,---,---
81,Gabon,12 2001,119,11,9.2,01 1997,91,12,13.2
"""",Malta,09 1998,65,6,9.2,---,---,---,---
"""",Thailand,01 2001,500,46,9.2,03 2000,200,21,10.5
82,Hungary,04 2002,386,35,9.1,---,---,---,---
83,Ghana,12 2000,200,18,9.0,---,---,---,---
84,Guatemala,11 1999,113,10,8.8,---,---,---,---
"""",India,09 1999,543,48,8.8,03 2000,242,22,9.1
85,Greece,04 2000,300,26,8.7,---,---,---,---
86,Cote d'Ivoire,12 2000,223,19,8.5,---,---,---,---
87,Indonesia,06 1999,500,40,8.0,---,---,---,---
"""",Madagascar,05 1998,150,12,8.0,03 2001,90,?,?
88,Guinea-Bissau,11 1999,102,8,7.8,---,---,---,---
"""",Liberia,07 1997,64,5,7.8,07 1997,26,5,19.2
89,Ethiopia,05 2000,547,42,7.7,05 2000,120,10,8.3
90,Iraq,03 2000,250,19,7.6,---,---,---,---
"""",Russian Federation,12 1999,449,34,7.6,N.A.,178,6,3.4
91,Cambodia,07 1998,122,9,7.4,03 1999,61,8,13.1
92,Central African Republic,11 1998,109,8,7.3,---,---,---,---
"""",Japan,06 2000,480,35,7.3,07 2001,247,38,15.4
93,Georgia,10 1999,235,17,7.2,---,---,---,---
"""",Uzbekistan,12 1999,250,18,7.2,---,---,---,---
"""",Yugoslavia,09 2000,138,10,7.2,09 2000,40,1,2.5
94,Bosnia and Herzegovina,11 2000,42,3,7.1,11 2000,15,0,0.0
95,Belize,08 1998,29,2,6.9,06 1993,8,3,37.5
96,Brazil,10 1998,513,35,6.8,10 1998,80,5,6.3
97,Algeria,05 2002,389,24,6.2,12 1997,144,8,5.6
98,Samoa,03 2001,49,3,6.1,---,---,---,---
99,Benin,03 1999,83,5,6.0,---,---,---,---
"""",Maldives,11 1999,50,3,6.0,---,---,---,---
100,Nepal,05 1999,205,12,5.9,06 2001,60,?,?
"""",Republic of Korea,04 2000,273,16,5.9,---,---,---,---
101,Albania,06 2001,140,8,5.7,---,---,---,---
"""",Fiji Islands,08 2001,70,4,5.7,08 2001,32,?,?
"""",Gambia,01 2002,53,3,5.7,---,---,---,---
"""",Mauritius,09 2000,70,4,5.7,---,---,---,---
102,Honduras,11 2001,128,7,5.5,---,---,---,---
103,Antigua and Barbuda,03 1999,19,1,5.3,03 1999,17,2,11.8
104,Equatorial Guinea,03 1999,80,4,5.0,---,---,---,---
105,Togo,03 1999,81,4,4.9,---,---,---,---
106,Kiribati,09 1998,42,2,4.8,---,---,---,---
107,Sri Lanka,12 2001,225,10,4.4,---,---,---,---
108,Turkey,04 1999,550,23,4.2,---,---,---,---
109,Iran (Islamic Rep. of),02 2000,290,12,4.1,---,---,---,---
110,Haiti,05 2000,83,3,3.6,05 2000,27,7,25.9
"""",Kenya,12 1997,224,8,3.6,---,---,---,---
111,Nigeria,02 1999,351,12,3.4,02 1999,108,3,2.8
112,Armenia,05 1999,131,4,3.1,---,---,---,---
"""",Swaziland,10 1998,65,2,3.1,10 1998,30,4,13.3
113,Marshall Islands,11 1999,33,1,3.0,---,---,---,---
114,Paraguay,05 1998,80,2,2.5,05 1998,45,8,17.8
115,Egypt,11 2000,454,11,2.4,---,---,---,---
116,Lebanon,08 2000,128,3,2.3,---,---,---,---
117,Bangladesh,10 2001,300,6,2.0,---,---,---,---
118,Vanuatu,05 2002,52,1,1.9,---,---,---,---
119,Jordan,11 1997,80,1,1.3,11 1997,40,3,7.5
120,Niger,11 1999,83,1,1.2,---,---,---,---
121,Yemen,04 1997,299,2,0.7,---,---,---,---
122,Djibouti,12 1997,65,0,0.0,---,---,---,---
"""",Kuwait,07 1999,65,0,0.0,---,---,---,---
"""",Micronesia (Fed. States of),03 1999,14,0,0.0,---,---,---,---
"""",Nauru,04 2000,18,0,0.0,---,---,---,---
"""",Palau,11 2000,16,0,0.0,11 2000,9,0,0.0
"""",Solomon Islands,12 2001,50,0,0.0,---,---,---,---
"""",United Arab Emirates,12 1997,40,0,0,---,---,---,---
?,Bahamas,05 2002,40,?,?,05 2002,16,?,?
?,Cameroon,06 2002,180,?,?,---,---,---,---
?,Chad,04 2002,155,?,?,---,---,---,---
?,Congo,05 2002,137,?,?,07 2002,60,?,?
?,Germany,09 2002,666,?,?,N.A.,69,17,24.6
?,Guinea,06 2002,114,?,?,---,---,---,---
?,Lesotho,05 2002,120,?,?,05 1998,33,9,27.3
?,Libyan Arab Jamahiriya,03 1997,760,?,?,---,---,---,---
?,Mali,07 2002,147,?,?,---,---,---,---
?,Mauritania,10 2001,81,?,?,04 2000,56,1,1.8
?,Papua New Guinea,06 2002,109,?,?,---,---,---,---
?,Sao Tome and Principe,03 2002,55,?,?,---,---,---,---
?,Sierra Leone,05 2002,80,?,?,---,---,---,---
?,Slovakia,09 2002,150,?,?,---,---,---,---
?,Tonga,03 2002,30,?,?,---,---,---,---
?,Tuvalu,07 2002,15,?,?,---,---,---,---
?,Ukraine,03 2002,450,?,?,---,---,---,---
