Rank,Country,Lower or single House,Lower or single House.1,Lower or single House.2,Lower or single House.3,Upper House or Senate,Upper House or Senate.1,Upper House or Senate.2,Upper House or Senate.3
103,Indonesia,09.04.2014,560,111,19.8%,---,---,---,---
104,United States of America,08.11.2016,428,84,19.6%,08.11.2016,100,23,23.0%
105,Kyrgyzstan,04.10.2015,120,23,19.2%,---,---,---,---
"""",Madagascar,20.12.2013,151,29,19.2%,29.12.2015,63,13,20.6%
107,Tajikistan,01.03.2015,63,12,19.0%,27.03.2015,32,7,21.9%
108,Greece,20.09.2015,300,56,18.7%,---,---,---,---
109,Croatia,11.09.2016,151,28,18.5%,---,---,---,---
110,Panama,04.05.2014,71,13,18.3%,---,---,---,---
111,Sao Tome and Principe,12.10.2014,55,10,18.2%,---,---,---,---
112,Armenia,02.04.2017,105,19,18.1%,---,---,---,---
"""",Colombia,11.03.2018,171,31,18.1%,11.03.2018,108,22,20.4%
114,Zambia,11.08.2016,167,30,18.0%,---,---,---,---
115,Cyprus,22.05.2016,56,10,17.9%,---,---,---,---
116,Togo,25.07.2013,91,16,17.6%,---,---,---,---
117,Jamaica,22.02.2016,63,11,17.5%,10.03.2016,21,5,23.8%
118,Turkey,24.06.2018,596,104,17.4%,---,---,---,---
119,Gabon,17.12.2011,117,20,17.1%,13.12.2014,102,18,17.6%
"""",Mongolia,29.06.2016,76,13,17.1%,---,---,---,---
121,Niger,21.02.2016,171,29,17.0%,---,---,---,---
"""",Republic of Korea,13.04.2016,300,51,17.0%,---,---,---,---
123,Azerbaijan,01.11.2015,125,21,16.8%,---,---,---,---
124,Malawi,20.05.2014,192,32,16.7%,---,---,---,---
"""",Saint Lucia,06.06.2016,18,3,16.7%,05.01.2012,11,3,27.3%
126,Democratic People's Republic of Korea,09.03.2014,687,112,16.3%,---,---,---,---
127,Fiji,17.09.2014,50,8,16.0%,---,---,---,---
"""",Georgia,08.10.2016,150,24,16.0%,---,---,---,---
"""",Latvia,04.10.2014,100,16,16.0%,---,---,---,---
"""",Libya,25.06.2014,188,30,16.0%,---,---,---,---
"""",Uzbekistan,21.12.2014,150,24,16.0%,13.01.2015,100,17,17.0%
132,Russian Federation,18.09.2016,450,71,15.8%,N.A.,170,29,17.1%
133,Jordan,20.09.2016,130,20,15.4%,27.09.2016,65,10,15.4%
134,Chad,13.02.2011,177,27,15.3%,---,---,---,---
135,Paraguay,22.04.2018,80,12,15.0%,22.04.2018,45,8,17.8%
136,Egypt,17.10.2015,596,89,14.9%,---,---,---,---
137,Malaysia,09.05.2018,223,31,13.9%,N.A.,68,15,22.1%
138,Guinea-Bissau,13.04.2014,102,14,13.7%,---,---,---,---
139,Saint Kitts and Nevis,16.02.2015,15,2,13.3%,---,---,---,---
140,Syrian Arab Republic,13.04.2016,250,33,13.2%,---,---,---,---
141,Saint Vincent and the Grenadines,09.12.2015,23,3,13.0%,---,---,---,---
142,Bahamas,24.05.2017,39,5,12.8%,24.05.2017,16,7,43.8%
143,Ghana,07.12.2016,275,35,12.7%,---,---,---,---
"""",Guatemala,06.09.2015,158,20,12.7%,---,---,---,---
145,Hungary,08.04.2018,199,25,12.6%,---,---,---,---
146,Palau,01.11.2016,16,2,12.5%,01.11.2016,13,2,15.4%
147,Liberia,10.10.2017,73,9,12.3%,20.12.2014,30,3,10.0%
"""",Sierra Leone,07.03.2018,146,18,12.3%,---,---,---,---
"""",Ukraine,26.10.2014,423,52,12.3%,---,---,---,---
150,Liechtenstein,05.02.2017,25,3,12.0%,---,---,---,---
151,Malta,03.06.2017,67,8,11.9%,---,---,---,---
152,India,07.04.2014,542,64,11.8%,16.01.2018,237,27,11.4%
153,Mauritius,10.12.2014,69,8,11.6%,---,---,---,---
154,Congo,16.07.2017,151,17,11.3%,31.08.2017,71,14,19.7%
155,Antigua and Barbuda,21.03.2018,18,2,11.1%,26.03.2018,17,9,52.9%
156,Burkina Faso,29.11.2015,127,14,11.0%,---,---,---,---
157,Brazil,05.10.2014,513,55,10.7%,05.10.2014,81,12,14.8%
158,Cote d'Ivoire,18.12.2016,255,27,10.6%,25.03.2018,66,8,12.1%
159,Nauru,09.07.2016,19,2,10.5%,---,---,---,---
160,Gambia,06.04.2017,58,6,10.3%,---,---,---,---
161,Myanmar,08.11.2015,433,44,10.2%,08.11.2015,221,23,10.4%
162,Japan,22.10.2017,465,47,10.1%,10.07.2016,242,50,20.7%
163,Samoa,04.03.2016,50,5,10.0%,---,---,---,---
164,Qatar,01.07.2013,41,4,9.8%,---,---,---,---
165,Botswana,24.10.2014,63,6,9.5%,---,---,---,---
166,Belize,04.11.2015,32,3,9.4%,13.11.2015,13,2,15.4%
167,Brunei Darussalam,13.01.2017,33,3,9.1%,---,---,---,---
"""",Marshall Islands,16.11.2015,33,3,9.1%,---,---,---,---
169,Democratic Republic of the Congo,28.11.2011,492,44,8.9%,19.01.2007,108,5,4.6%
170,Mali,24.11.2013,147,13,8.8%,---,---,---,---
171,Central African Republic,14.02.2016,140,12,8.6%,---,---,---,---
172,Bhutan,13.07.2013,47,4,8.5%,20.04.2018,25,4,16.0%
173,Bahrain,22.11.2014,40,3,7.5%,07.12.2014,40,9,22.5%
174,Tonga,16.11.2017,27,2,7.4%,---,---,---,---
175,Benin,26.04.2015,83,6,7.2%,---,---,---,---
"""",Eswatini,21.09.2018,69,5,7.2%,30.10.2013,30,10,33.3%
177,Tuvalu,31.03.2015,15,1,6.7%,---,---,---,---
178,Kiribati,30.12.2015,46,3,6.5%,---,---,---,---
179,Comoros,25.01.2015,33,2,6.1%,---,---,---,---
180,Iran (Islamic Republic of),26.02.2016,289,17,5.9%,---,---,---,---
"""",Maldives,22.03.2014,85,5,5.9%,---,---,---,---
182,Sri Lanka,17.08.2015,225,13,5.8%,---,---,---,---
183,Nigeria,28.03.2015,360,20,5.6%,28.03.2015,108,7,6.5%
184,Thailand,07.08.2014,246,13,5.3%,---,---,---,---
185,Lebanon,06.05.2018,128,6,4.7%,---,---,---,---
186,Solomon Islands,19.11.2014,50,2,4.0%,---,---,---,---
187,Kuwait,26.11.2016,65,2,3.1%,---,---,---,---
188,Haiti,09.08.2015,118,3,2.5%,20.11.2016,28,1,3.6%
189,Oman,25.10.2015,85,1,1.2%,07.11.2015,85,14,16.5%
190,Micronesia (Federated States of),07.03.2017,14,0,0.0%,---,---,---,---
"""",Papua New Guinea,24.06.2017,106,0,0.0%,---,---,---,---
"""",Vanuatu,22.01.2016,52,0,0.0%,---,---,---,---
"""",Yemen,27.04.2003,275,0,0.0%,28.04.2001,111,2,1.8%
