Rank,Country,Lower or single House,Lower or single House.1,Lower or single House.2,Lower or single House.3,Upper House or Senate,Upper House or Senate.1,Upper House or Senate.2,Upper House or Senate.3
49,Philippines,09.05.2016,292,86,29.5%,09.05.2016,24,6,25.0%
50,Australia,02.07.2016,150,43,28.7%,02.07.2016,76,31,40.8%
51,South Sudan,04.08.2016,383,109,28.5%,05.08.2011,50,6,12.0%
52,Luxembourg,20.10.2013,60,17,28.3%,---,---,---,---
53,Poland,25.10.2015,460,129,28.0%,25.10.2015,100,14,14.0%
54,Afghanistan,18.09.2010,249,69,27.7%,10.01.2015,68,21,30.9%
"""",Peru,10.04.2016,130,36,27.7%,---,---,---,---
56,Israel,17.03.2015,120,33,27.5%,---,---,---,---
"""",Lao People's Democratic Republic,20.03.2016,149,41,27.5%,---,---,---,---
58,Kazakhstan,20.03.2016,107,29,27.1%,01.10.2014,47,3,6.4%
59,Dominican Republic,15.05.2016,190,51,26.8%,15.05.2016,32,3,9.4%
60,Estonia,01.03.2015,101,27,26.7%,---,---,---,---
"""",Viet Nam,22.05.2016,494,132,26.7%,---,---,---,---
62,Canada,19.10.2015,335,88,26.3%,N.A.,100,43,43.0%
63,France,10.06.2012,577,149,25.8%,28.09.2014,348,95,27.3%
"""",Honduras,24.11.2013,128,33,25.8%,---,---,---,---
"""",Turkmenistan,15.12.2013,124,32,25.8%,---,---,---,---
66,Suriname,24.05.2015,51,13,25.5%,---,---,---,---
67,Iraq,30.04.2014,328,83,25.3%,---,---,---,---
68,Mauritania,23.11.2013,147,37,25.2%,08.11.2009,56,8,14.3%
69,Dominica,08.12.2014,32,8,25.0%,---,---,---,---
"""",Lesotho,28.02.2015,120,30,25.0%,26.03.2015,33,8,24.2%
71,Somalia,23.10.2016,264,64,24.2%,N.A.,53,12,22.6%
72,Equatorial Guinea,26.05.2013,100,24,24.0%,26.05.2013,70,11,15.7%
73,Singapore,11.09.2015,101,24,23.8%,---,---,---,---
74,China,05.03.2013,2949,699,23.7%,---,---,---,---
75,Cabo Verde,20.03.2016,72,17,23.6%,---,---,---,---
76,Montenegro,16.10.2016,81,19,23.5%,---,---,---,---
77,San Marino,20.11.2016,60,14,23.3%,---,---,---,---
78,Albania,23.06.2013,140,32,22.9%,---,---,---,---
79,Republic of Moldova,30.11.2014,101,23,22.8%,---,---,---,---
80,Ireland,26.02.2016,158,35,22.2%,25.04.2016,60,18,30.0%
"""",Venezuela (Bolivarian Republic of),06.12.2015,167,37,22.2%,---,---,---,---
82,Eritrea,01.02.1994,150,33,22.0%,---,---,---,---
83,Guinea,28.09.2013,114,25,21.9%,---,---,---,---
84,Bosnia and Herzegovina,12.10.2014,42,9,21.4%,29.01.2015,15,2,13.3%
85,Lithuania,09.10.2016,141,30,21.3%,---,---,---,---
86,Seychelles,08.09.2016,33,7,21.2%,---,---,---,---
87,Monaco,10.02.2013,24,5,20.8%,---,---,---,---
88,Romania,11.12.2016,329,68,20.7%,11.12.2016,136,20,14.7%
89,Pakistan,11.05.2013,340,70,20.6%,05.03.2015,104,19,18.3%
90,Morocco,07.10.2016,395,81,20.5%,02.10.2015,120,14,11.7%
91,Bangladesh,05.01.2014,350,71,20.3%,---,---,---,---
"""",Cambodia,28.07.2013,123,25,20.3%,29.01.2012,61,9,14.8%
93,Uruguay,26.10.2014,99,20,20.2%,26.10.2014,31,9,29.0%
94,Czech Republic,25.10.2013,200,40,20.0%,07.10.2016,80,15,18.8%
"""",Slovakia,05.03.2016,150,30,20.0%,---,---,---,---
"""",United Arab Emirates,24.09.2011,40,8,20.0%,---,---,---,---
97,Croatia,11.09.2016,151,30,19.9%,---,---,---,---
"""",Saudi Arabia,02.12.2016,151,30,19.9%,---,---,---,---
99,Indonesia,09.04.2014,560,111,19.8%,---,---,---,---
100,Kenya,04.03.2013,350,68,19.4%,04.03.2013,68,18,26.5%
101,Bulgaria,05.10.2014,240,46,19.2%,---,---,---,---
"""",Kyrgyzstan,04.10.2015,120,23,19.2%,---,---,---,---
"""",Madagascar,20.12.2013,151,29,19.2%,29.12.2015,63,13,20.6%
104,United States of America,08.11.2016,435,83,19.1%,08.11.2016,100,21,21.0%
105,Tajikistan,01.03.2015,63,12,19.0%,27.03.2015,32,7,21.9%
106,Colombia,09.03.2014,166,31,18.7%,09.03.2014,102,22,21.6%
107,Greece,20.09.2015,300,55,18.3%,---,---,---,---
"""",Panama,04.05.2014,71,13,18.3%,---,---,---,---
109,Sao Tome and Principe,12.10.2014,55,10,18.2%,---,---,---,---
110,Zambia,11.08.2016,167,30,18.0%,---,---,---,---
111,Cyprus,22.05.2016,56,10,17.9%,---,---,---,---
112,Togo,25.07.2013,91,16,17.6%,---,---,---,---
113,Jamaica,22.02.2016,63,11,17.5%,10.03.2016,21,5,23.8%
114,Gabon,17.12.2011,117,20,17.1%,13.12.2014,102,18,17.6%
"""",Mongolia,29.06.2016,76,13,17.1%,---,---,---,---
116,Niger,21.02.2016,171,29,17.0%,---,---,---,---
"""",Republic of Korea,13.04.2016,300,51,17.0%,---,---,---,---
118,Azerbaijan,01.11.2015,125,21,16.8%,---,---,---,---
119,Barbados,21.02.2013,30,5,16.7%,06.03.2013,21,5,23.8%
"""",Malawi,20.05.2014,192,32,16.7%,---,---,---,---
"""",Saint Lucia,06.06.2016,18,3,16.7%,05.01.2012,11,3,27.3%
122,Democratic People's Republic of Korea,09.03.2014,687,112,16.3%,---,---,---,---
123,Fiji,17.09.2014,50,8,16.0%,---,---,---,---
"""",Georgia,08.10.2016,150,24,16.0%,---,---,---,---
"""",Latvia,04.10.2014,100,16,16.0%,---,---,---,---
"""",Libya,25.06.2014,188,30,16.0%,---,---,---,---
"""",Uzbekistan,21.12.2014,150,24,16.0%,13.01.2015,100,17,17.0%
128,Chile,17.11.2013,120,19,15.8%,17.11.2013,38,6,15.8%
"""",Russian Federation,18.09.2016,450,71,15.8%,N.A.,170,29,17.1%
130,Jordan,20.09.2016,130,20,15.4%,27.09.2016,65,10,15.4%
131,Egypt,17.10.2015,596,89,14.9%,---,---,---,---
"""",Turkey,01.11.2015,550,82,14.9%,---,---,---,---
133,Paraguay,21.04.2013,80,11,13.8%,21.04.2013,45,9,20.0%
134,Guinea-Bissau,13.04.2014,102,14,13.7%,---,---,---,---
135,Saint Kitts and Nevis,16.02.2015,15,2,13.3%,---,---,---,---
136,Bahamas,07.05.2012,38,5,13.2%,23.05.2012,16,4,25.0%
"""",Syrian Arab Republic,13.04.2016,250,33,13.2%,---,---,---,---
138,Saint Vincent and the Grenadines,09.12.2015,23,3,13.0%,---,---,---,---
139,Chad,13.02.2011,188,24,12.8%,---,---,---,---
140,Ghana,07.12.2016,275,35,12.7%,---,---,---,---
"""",Guatemala,06.09.2015,158,20,12.7%,---,---,---,---
142,Malta,09.03.2013,72,9,12.5%,---,---,---,---
"""",Palau,01.11.2016,16,2,12.5%,01.11.2016,13,2,15.4%
144,Sierra Leone,17.11.2012,121,15,12.4%,---,---,---,---
145,Liberia,11.10.2011,73,9,12.3%,20.12.2014,30,3,10.0%
"""",Ukraine,26.10.2014,423,52,12.3%,---,---,---,---
147,Liechtenstein,03.02.2013,25,3,12.0%,---,---,---,---
148,India,07.04.2014,542,64,11.8%,21.03.2016,245,27,11.0%
149,Mauritius,10.12.2014,69,8,11.6%,---,---,---,---
150,Cote d'Ivoire,18.12.2016,253,29,11.5%,---,---,---,---
151,Antigua and Barbuda,12.06.2014,18,2,11.1%,25.06.2014,17,5,29.4%
152,Burkina Faso,29.11.2015,127,14,11.0%,---,---,---,---
153,Djibouti,22.02.2013,65,7,10.8%,---,---,---,---
154,Brazil,05.10.2014,513,55,10.7%,05.10.2014,81,12,14.8%
155,Nauru,09.07.2016,19,2,10.5%,---,---,---,---
156,Malaysia,05.05.2013,222,23,10.4%,N.A.,68,15,22.1%
157,Myanmar,08.11.2015,433,44,10.2%,08.11.2015,221,23,10.4%
158,Hungary,06.04.2014,199,20,10.1%,---,---,---,---
159,Samoa,04.03.2016,50,5,10.0%,---,---,---,---
160,Armenia,06.05.2012,131,13,9.9%,---,---,---,---
161,Botswana,24.10.2014,63,6,9.5%,---,---,---,---
162,Gambia,29.03.2012,53,5,9.4%,---,---,---,---
163,Japan,14.12.2014,475,44,9.3%,10.07.2016,242,50,20.7%
164,Brunei Darussalam,05.03.2016,33,3,9.1%,---,---,---,---
"""",Marshall Islands,16.11.2015,33,3,9.1%,---,---,---,---
166,Democratic Republic of the Congo,28.11.2011,492,44,8.9%,19.01.2007,108,5,4.6%
167,Mali,24.11.2013,147,13,8.8%,---,---,---,---
168,Central African Republic,14.02.2016,140,12,8.6%,---,---,---,---
169,Bhutan,13.07.2013,47,4,8.5%,23.04.2013,25,2,8.0%
170,Bahrain,22.11.2014,40,3,7.5%,07.12.2014,40,9,22.5%
171,Congo,15.07.2012,136,10,7.4%,12.10.2014,72,14,19.4%
172,Benin,26.04.2015,83,6,7.2%,---,---,---,---
173,Tuvalu,31.03.2015,15,1,6.7%,---,---,---,---
174,Kiribati,30.12.2015,46,3,6.5%,---,---,---,---
175,Swaziland,20.09.2013,65,4,6.2%,30.10.2013,30,10,33.3%
176,Comoros,25.01.2015,33,2,6.1%,---,---,---,---
177,Iran (Islamic Republic of),26.02.2016,289,17,5.9%,---,---,---,---
"""",Maldives,22.03.2014,85,5,5.9%,---,---,---,---
179,Sri Lanka,17.08.2015,225,13,5.8%,---,---,---,---
180,Nigeria,28.03.2015,360,20,5.6%,28.03.2015,108,7,6.5%
181,Thailand,07.08.2014,247,12,4.9%,---,---,---,---
182,Tonga,27.11.2014,26,1,3.8%,---,---,---,---
183,Belize,07.03.2012,32,1,3.1%,21.03.2012,13,4,30.8%
"""",Kuwait,26.11.2016,65,2,3.1%,---,---,---,---
"""",Lebanon,07.06.2009,128,4,3.1%,---,---,---,---
186,Papua New Guinea,23.06.2012,111,3,2.7%,---,---,---,---
187,Haiti,09.08.2015,117,3,2.6%,20.11.2016,22,0,0.0%
188,Solomon Islands,19.11.2014,50,1,2.0%,---,---,---,---
189,Oman,25.10.2015,85,1,1.2%,07.11.2015,85,14,16.5%
190,Micronesia (Federated States of),03.03.2015,14,0,0.0%,---,---,---,---
"""",Qatar,01.07.2013,35,0,0.0%,---,---,---,---
"""",Vanuatu,22.01.2016,52,0,0.0%,---,---,---,---
"""",Yemen,27.04.2003,275,0,0.0%,28.04.2001,111,2,1.8%
