Source: Inter-Parliamentary Union Open Data,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
“,Trinidad and Tobago,08.2020,42,11,26.2,08.2020,32,13,40.6
83,Niger,12.2020,166,43,25.9,-,-,-,-
84,Estonia,03.2019,101,26,25.7,-,-,-,-
85,Czech Republic,10.2021,200,50,25,10.2020,81,12,14.8
“,Saint Kitts and Nevis,06.2020,16,4,25,-,-,-,-
“,Turkmenistan,03.2018,124,31,25,03.2021,56,14,25
88,China,03.2018,2975,742,24.9,-,-,-,-
89,Montenegro,08.2020,81,20,24.7,-,-,-,-
90,Bulgaria,07.2021,240,59,24.6,-,-,-,-
91,Somalia,10.2016,275,67,24.4,07.2021,52,14,26.9
92,Uruguay,10.2019,99,24,24.2,10.2019,31,10,32.3
93,Tajikistan,03.2020,63,15,23.8,03.2020,31,7,22.6
94,Sao Tome and Principe,10.2018,55,13,23.6,-,-,-,-
95,Lesotho,06.2017,120,28,23.3,07.2017,33,7,21.2
96,Equatorial Guinea,11.2017,100,23,23,11.2017,72,12,16.7
97,Malawi,05.2019,192,44,22.9,-,-,-,-
“,Seychelles,10.2020,35,8,22.9,-,-,-,-
99,Morocco,09.2021,395,90,22.8,10.2021,120,15,12.5
100,Slovakia,02.2020,150,34,22.7,-,-,-,-
101,Chile,11.2017,155,35,22.6,11.2017,43,12,27.9
102,Ireland,02.2020,160,36,22.5,03.2020,60,24,40
“,Panama,05.2019,71,16,22.5,-,-,-,-
104,Venezuela (Bolivarian Republic of),12.2015,167,37,22.2,-,-,-,-
105,Lao People's Democratic Republic,02.2021,164,36,22,-,-,-,-
106,Greece,07.2019,300,65,21.7,-,-,-,-
107,Cambodia,07.2018,125,27,21.6,02.2018,62,10,16.1
“,Fiji,11.2018,51,11,21.6,-,-,-,-
“,Kenya,08.2017,347,75,21.6,08.2017,66,21,31.8
110,Honduras,11.2017,128,27,21.1,-,-,-,-
111,Indonesia,04.2019,575,121,21,-,-,-,-
112,Bangladesh,12.2018,350,73,20.9,-,-,-,-
113,Ukraine,07.2019,423,88,20.8,-,-,-,-
114,Mauritania,09.2018,153,31,20.3,-,-,-,-
115,Pakistan,07.2018,342,69,20.2,03.2021,100,19,19
116,Barbados,05.2018,30,6,20,06.2018,21,9,42.9
“,Mauritius,11.2019,70,14,20,-,-,-,-
118,Saudi Arabia,10.2020,151,30,19.9,-,-,-,-
119,Guatemala,06.2019,160,31,19.4,-,-,-,-
120,Georgia,10.2020,150,29,19.3,-,-,-,-
121,Republic of Korea,04.2020,300,57,19,-,-,-,-
122,Colombia,03.2018,170,32,18.8,03.2018,105,22,21
123,Togo,12.2018,91,17,18.7,-,-,-,-
124,Romania,12.2020,329,61,18.5,12.2020,136,25,18.4
125,Azerbaijan,02.2020,121,22,18.2,-,-,-,-
“,Saint Vincent and the Grenadines,11.2020,22,4,18.2,-,-,-,-
127,Bahamas,09.2021,39,7,18,10.2021,16,4,25
128,Madagascar,05.2019,151,27,17.9,12.2020,18,2,11.1
129,Democratic People's Republic of Korea,03.2019,687,121,17.6,-,-,-,-
130,Mongolia,06.2020,75,13,17.3,-,-,-,-
“,Türkiye,06.2018,600,104,17.3,-,-,-,-
132,Kyrgyzstan,10.2020,117,20,17.1,-,-,-,-
133,Bhutan,10.2018,47,8,17,04.2018,25,4,16
134,Comoros,01.2020,24,4,16.7,-,-,-,-
135,Paraguay,04.2018,80,13,16.3,04.2018,45,8,17.8
136,Gabon,10.2018,142,23,16.2,01.2021,67,16,23.9
“,Russian Federation,09.2021,450,73,16.2,-,170,29,17.1
138,Libya,06.2014,188,30,16,-,-,-,-
139,Thailand,03.2019,489,77,15.8,05.2019,250,26,10.4
140,Myanmar,11.2020,425,65,15.3,11.2020,216,31,14.4
141,Brazil,10.2018,513,78,15.2,10.2018,81,10,12.4
142,Zambia,08.2021,166,25,15.1,-,-,-,-
143,Bahrain,11.2018,40,6,15,12.2018,40,9,22.5
144,Malaysia,05.2018,222,33,14.9,-,46,4,8.699999999999999
145,Ghana,12.2020,275,40,14.6,-,-,-,-
146,India,04.2019,540,78,14.4,06.2020,241,27,11.2
147,Cyprus,05.2021,56,8,14.3,-,-,-,-
148,Côte d'Ivoire,03.2021,254,36,14.2,03.2018,99,19,19.2
149,Guinea-Bissau,03.2019,102,14,13.7,-,-,-,-
150,Malta,06.2017,67,9,13.4,-,-,-,-
151,Hungary,04.2018,199,26,13.1,-,-,-,-
152,Central African Republic,12.2020,140,18,12.9,-,-,-,-
153,Democratic Republic of the Congo,12.2018,500,64,12.8,03.2019,109,23,21.1
154,Belize,11.2020,32,4,12.5,12.2020,14,5,35.7
155,Sierra Leone,03.2018,146,18,12.3,-,-,-,-
156,Jordan,11.2020,130,15,11.5,09.2020,65,8,12.3
157,Congo,07.2017,151,17,11.3,08.2017,69,13,18.8
158,Syrian Arab Republic,07.2020,250,28,11.2,-,-,-,-
159,Antigua and Barbuda,03.2018,18,2,11.1,03.2018,17,9,52.9
“,Saint Lucia,07.2021,18,2,11.1,08.2021,11,5,45.5
161,Liberia,10.2017,73,8,11,12.2020,30,2,6.7
162,Botswana,10.2019,65,7,10.8,-,-,-,-
163,Nauru,08.2019,19,2,10.5,-,-,-,-
164,Japan,10.2021,465,45,9.699999999999999,07.2019,244,56,23
165,Eswatini,09.2018,73,7,9.6,10.2018,30,12,40
166,Brunei Darussalam,01.2017,33,3,9.1,-,-,-,-
“,Samoa,04.2021,44,4,9.1,-,-,-,-
168,Gambia (The),04.2017,58,5,8.6,-,-,-,-
169,Benin,04.2019,83,7,8.4,-,-,-,-
170,Algeria,06.2021,407,33,8.1,12.2018,141,8,5.7
171,Solomon Islands,04.2019,50,4,8,-,-,-,-
172,Tonga,11.2017,27,2,7.4,-,-,-,-
173,Kiribati,04.2020,45,3,6.7,-,-,-,-
174,Burkina Faso,11.2020,127,8,6.3,-,-,-,-
“,Palau,11.2020,16,1,6.3,11.2020,13,1,7.7
“,Tuvalu,09.2019,16,1,6.3,-,-,-,-
177,Marshall Islands,11.2019,33,2,6.1,-,-,-,-
178,Iran (Islamic Republic of),02.2020,286,16,5.6,-,-,-,-
179,Sri Lanka,08.2020,223,12,5.4,-,-,-,-
180,Lebanon,05.2018,128,6,4.7,-,-,-,-
181,Maldives,04.2019,87,4,4.6,-,-,-,-
182,Qatar,10.2021,45,2,4.4,-,-,-,-
183,Nigeria,02.2019,360,13,3.6,02.2019,109,8,7.3
184,Oman,10.2019,86,2,2.3,11.2019,86,15,17.4
185,Kuwait,12.2020,65,1,1.5,-,-,-,-
186,Micronesia (Federated States of),03.2021,14,0,0,-,-,-,-
“,Papua New Guinea,06.2017,111,0,0,-,-,-,-
“,Vanuatu,03.2020,52,0,0,-,-,-,-
“,Yemen,04.2003,250,0,0,04.2001,90,1,1.1
,Eritrea,02.1994,-,-,-,-,-,-,-
,Guinea,03.2020,-,-,-,-,-,-,-
,Haiti,08.2015,-,-,-,11.2016,10,0,0
Suspended,Sudan,-,-,-,-,-,-,-,-
