Source: Inter-Parliamentary Union Open Data,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
75,Slovenia,06.2018,90,22,24.4,11.2017,40,4,10
“,Somalia,10.2016,275,67,24.4,10.2016,54,13,24.1
77,Armenia,12.2018,132,32,24.2,-,-,-,-
78,Cabo Verde,03.2016,72,17,23.6,-,-,-,-
“,United States of America,11.2018,432,102,23.6,11.2018,100,25,25
80,Montenegro,10.2016,81,19,23.5,-,-,-,-
81,Lesotho,06.2017,120,28,23.3,07.2017,32,7,21.9
82,Singapore,09.2015,100,23,23,-,-,-,-
83,Guinea,09.2013,114,26,22.8,-,-,-,-
84,Chile,11.2017,155,35,22.6,11.2017,43,10,23.3
85,Czech Republic,10.2017,200,45,22.5,10.2018,81,13,16.1
“,United Arab Emirates,10.2015,40,9,22.5,-,-,-,-
87,Ireland,02.2016,158,35,22.2,04.2016,60,18,30
“,Uruguay,10.2014,99,22,22.2,10.2014,31,8,25.8
“,Venezuela (Bolivarian Republic of),12.2015,167,37,22.2,-,-,-,-
90,Eritrea,02.1994,150,33,22,-,-,-,-
91,Kenya,08.2017,349,76,21.8,08.2017,68,21,30.9
92,Bosnia and Herzegovina,10.2018,42,9,21.4,02.2019,15,3,20
93,Lithuania,10.2016,141,30,21.3,-,-,-,-
94,Seychelles,09.2016,33,7,21.2,-,-,-,-
95,Honduras,11.2017,128,27,21.1,-,-,-,-
96,Romania,12.2016,329,68,20.7,12.2016,136,19,14
97,Bangladesh,12.2018,349,72,20.6,-,-,-,-
98,Croatia,09.2016,151,31,20.5,-,-,-,-
“,Morocco,10.2016,395,81,20.5,10.2015,120,14,11.7
100,Mauritania,09.2018,153,31,20.3,-,-,-,-
101,Pakistan,07.2018,341,69,20.2,03.2018,104,20,19.2
102,Barbados,05.2018,30,6,20,06.2018,21,8,38.1
“,Cambodia,07.2018,125,25,20,02.2018,62,11,17.7
“,Equatorial Guinea,11.2017,100,20,20,11.2017,72,11,15.3
“,Slovakia,03.2016,150,30,20,-,-,-,-
106,Saudi Arabia,12.2016,151,30,19.9,-,-,-,-
107,Fiji,11.2018,51,10,19.6,-,-,-,-
108,Kyrgyzstan,10.2015,120,23,19.2,-,-,-,-
“,Madagascar,12.2013,151,29,19.2,12.2015,63,13,20.6
110,Tajikistan,03.2015,63,12,19.1,03.2015,32,7,21.9
111,Guatemala,09.2015,158,30,19,-,-,-,-
112,Colombia,03.2018,171,32,18.7,03.2018,105,22,21
“,Greece,09.2015,300,56,18.7,-,-,-,-
114,Panama,05.2014,71,13,18.3,-,-,-,-
115,Indonesia,04.2014,560,102,18.2,-,-,-,-
116,Zambia,08.2016,167,30,18,-,-,-,-
117,Cyprus,05.2016,56,10,17.9,-,-,-,-
“,Gabon,10.2018,134,24,17.9,12.2014,100,18,18
119,Jamaica,02.2016,63,11,17.5,03.2016,21,5,23.8
“,Türkiye,06.2018,596,104,17.5,-,-,-,-
121,Mongolia,06.2016,76,13,17.1,-,-,-,-
“,Republic of Korea,04.2016,298,51,17.1,-,-,-,-
123,Niger,02.2016,171,29,17,-,-,-,-
124,Azerbaijan,11.2015,119,20,16.8,-,-,-,-
125,Malawi,05.2014,192,32,16.7,-,-,-,-
“,Saint Lucia,06.2016,18,3,16.7,07.2016,11,3,27.3
127,Togo,12.2018,91,15,16.5,-,-,-,-
128,Democratic People's Republic of Korea,03.2014,687,112,16.3,-,-,-,-
129,Libya,06.2014,188,30,16,-,-,-,-
“,Uzbekistan,12.2014,150,24,16,01.2015,100,17,17
131,Russian Federation,09.2016,450,71,15.8,-,170,31,18.2
132,Jordan,09.2016,130,20,15.4,09.2016,65,10,15.4
133,Bahrain,11.2018,40,6,15,12.2018,40,9,22.5
“,Brazil,10.2018,513,77,15,10.2018,81,12,14.8
“,Paraguay,04.2018,80,12,15,04.2018,45,9,20
136,Bhutan,10.2018,47,7,14.9,04.2018,25,4,16
“,Chad,02.2011,168,25,14.9,-,-,-,-
“,Egypt,10.2015,596,89,14.9,-,-,-,-
“,Malta,06.2017,67,10,14.9,-,-,-,-
140,Georgia,10.2016,149,22,14.8,-,-,-,-
141,Sao Tome and Principe,10.2018,55,8,14.6,-,-,-,-
142,Malaysia,05.2018,222,32,14.4,-,67,13,19.4
143,Guinea-Bissau,04.2014,102,14,13.7,-,-,-,-
144,Burkina Faso,11.2015,127,17,13.4,-,-,-,-
145,Saint Kitts and Nevis,02.2015,15,2,13.3,-,-,-,-
146,Syrian Arab Republic,04.2016,250,33,13.2,-,-,-,-
147,Ghana,12.2016,275,36,13.1,-,-,-,-
148,Saint Vincent and the Grenadines,12.2015,23,3,13,-,-,-,-
149,Bahamas,05.2017,39,5,12.8,05.2017,16,7,43.8
150,Hungary,04.2018,199,25,12.6,-,-,-,-
“,India,04.2014,524,66,12.6,01.2018,244,28,11.5
152,Palau,11.2016,16,2,12.5,11.2016,13,2,15.4
153,Liberia,10.2017,73,9,12.3,12.2014,30,3,10
“,Sierra Leone,03.2018,146,18,12.3,-,-,-,-
155,Liechtenstein,02.2017,25,3,12,-,-,-,-
156,Mauritius,12.2014,69,8,11.6,-,-,-,-
“,Ukraine,10.2014,423,49,11.6,-,-,-,-
158,Congo,07.2017,151,17,11.3,08.2017,69,13,18.8
“,Myanmar,11.2015,433,49,11.3,11.2015,224,27,12.1
160,Antigua and Barbuda,03.2018,18,2,11.1,03.2018,17,9,52.9
161,Côte d'Ivoire,12.2016,255,28,11,03.2018,66,8,12.1
162,Nauru,07.2016,19,2,10.5,-,-,-,-
163,Democratic Republic of the Congo,12.2018,485,50,10.3,01.2007,108,5,4.6
“,Gambia (The),04.2017,58,6,10.3,-,-,-,-
165,Japan,10.2017,463,47,10.2,07.2016,241,50,20.8
166,Samoa,03.2016,50,5,10,-,-,-,-
167,Qatar,06.2016,41,4,9.800000000000001,-,-,-,-
168,Botswana,10.2014,63,6,9.5,-,-,-,-
169,Belize,11.2015,32,3,9.4,11.2015,13,2,15.4
170,Brunei Darussalam,01.2017,33,3,9.1,-,-,-,-
“,Marshall Islands,11.2015,33,3,9.1,-,-,-,-
172,Mali,11.2013,147,13,8.800000000000001,-,-,-,-
173,Central African Republic,02.2016,140,12,8.6,-,-,-,-
174,Tonga,11.2017,27,2,7.4,-,-,-,-
175,Eswatini,09.2018,69,5,7.3,10.2018,30,7,23.3
176,Benin,04.2015,83,6,7.2,-,-,-,-
177,Tuvalu,03.2015,15,1,6.7,-,-,-,-
178,Kiribati,12.2015,46,3,6.5,-,-,-,-
179,Comoros,01.2015,33,2,6.1,-,-,-,-
180,Iran (Islamic Republic of),02.2016,289,17,5.9,-,-,-,-
181,Thailand,08.2014,240,13,5.4,-,-,-,-
182,Sri Lanka,08.2015,225,12,5.3,-,-,-,-
183,Maldives,03.2014,85,4,4.7,-,-,-,-
184,Kuwait,11.2016,65,3,4.6,-,-,-,-
185,Lebanon,05.2018,127,5,3.9,-,-,-,-
186,Nigeria,02.2019,355,12,3.4,02.2019,107,7,6.5
187,Haiti,08.2015,118,3,2.5,11.2016,28,1,3.6
188,Solomon Islands,11.2014,49,1,2,-,-,-,-
189,Oman,10.2015,85,1,1.2,11.2015,85,14,16.5
190,Yemen,04.2003,301,1,0.3,04.2001,111,3,2.7
191,Micronesia (Federated States of),03.2017,14,0,0,-,-,-,-
“,Papua New Guinea,06.2017,106,0,0,-,-,-,-
“,Vanuatu,01.2016,52,0,0,-,-,-,-
