Rank,Country,Elections,Seats*,Women,% W,Elections.1,Seats*.1,Women.1,% W.1
45,Bolivia,06 2002,130,24,18.5,06 2002,27,4,14.8
46,Burundi,06 1993,179,33,18.4,01 2002,53,10,18.9
47,Peru,04 2001,120,22,18.3,---,---,---,---
"""",The f.Y.R. of Macedonia,09 2002,120,22,18.3,---,---,---,---
48,United Kingdom,06 2001,659,118,17.9,N.A.,677,113,16.7
49,Croatia,11 2003,152,27,17.8,---,---,---,---
50,Suriname,05 2000,51,9,17.6,---,---,---,---
51,Dominican Republic,05 2002,150,26,17.3,05 2002,32,2,6.3
52,Botswana,10 1999,47,8,17.0,---,---,---,---
"""",Czech Republic,06 2002,200,34,17.0,10 2002,81,10,12.3
53,Bosnia and Herzegovina,10 2002,42,7,16.7,11 2002,15,0,0.0
"""",Panama,05 2004,78,13,16.7,---,---,---,---
"""",San Marino,06 2001,60,10,16.7,---,---,---,---
54,Ecuador,10 2002,100,16,16.0,---,---,---,---
"""",Singapore,11 2001,94,15,16.0,---,---,---,---
55,Angola,09 1992,220,34,15.5,---,---,---,---
56,Israel,01 2003,120,18,15.0,---,---,---,---
57,Sierra Leone,05 2002,124,18,14.5,---,---,---,---
58,Andorra,03 2001,28,4,14.3,---,---,---,---
"""",United States of America,11 2002,435,62,14.3,11 2002,100,13,13
59,Equatorial Guinea,04 2004,100,14,14.0,---,---,---,---
"""",Greece,03 2004,300,42,14.0,---,---,---,---
60,Barbados,05 2003,30,4,13.3,05 2003,21,5,23.8
"""",Ireland,05 2002,166,22,13.3,07 2002,60,10,16.7
"""",Saint Kitts and Nevis,03 2000,15,2,13.3,---,---,---,---
61,Gambia,01 2002,53,7,13.2,---,---,---,---
62,Republic of Korea,04 2004,299,39,13.0,---,---,---,---
63,Republic of Moldova,02 2001,101,13,12.9,---,---,---,---
64,Tajikistan,02 2000,63,8,12.7,03 2000,34,4,11.8
65,Chile,12 2001,120,15,12.5,12 2001,49,2,4.1
66,France,06 2002,574,70,12.2,09 2001,321,35,10.9
"""",Slovenia,10 2000,90,11,12.2,---,---,---,---
67,Uruguay,10 1999,99,12,12.1,10 1999,31,3,9.7
68,Colombia,03 2002,166,20,12.0,03 2002,102,9,8.8
"""",Dem. Republic of the Congo,08 2003,500,60,12.0,08 2003,120,3,2.5
"""",Liechtenstein,02 2001,25,3,12.0,---,---,---,---
"""",Syrian Arab Republic,03 2003,250,30,12.0,---,---,---,---
"""",Zambia,12 2001,158,19,12.0,---,---,---,---
69,Burkina Faso,05 2002,111,13,11.7,---,---,---,---
"""",Jamaica,10 2002,60,7,11.7,10 2002,21,4,19.0
"""",Lesotho,05 2002,120,14,11.7,N.A.,33,12,36.4
70,Italy,05 2001,618,71,11.5,05 2001,321,26,8.1
"""",Tunisia,10 1999,182,21,11.5,---,---,---,---
71,Cape Verde,01 2001,72,8,11.1,---,---,---,---
"""",Indonesia,04 2004,550,61,11.1,---,---,---,---
"""",Saint Lucia,12 2001,18,2,11.1,12 2001,11,4,36.4
72,Djibouti,01 2003,65,7,10.8,---,---,---,---
"""",Morocco,09 2002,325,35,10.8,10 2003,270,3,1.1
"""",Swaziland,10 2003,65,7,10.8,10 2003,30,9,30.0
73,Cyprus,05 2001,56,6,10.7,---,---,---,---
"""",El Salvador,03 2003,84,9,10.7,---,---,---,---
"""",Romania,11 2000,345,37,10.7,11 2000,140,8,5.7
74,Lithuania,10 2000,141,15,10.6,---,---,---,---
75,Antigua and Barbuda,03 2004,19,2,10.5,03 2004,17,3,17.6
"""",Azerbaijan,11 2000,124,13,10.5,---,---,---,---
76,Kazakhstan,10 1999,77,8,10.4,10 2002,39,2,5.1
77,Belarus,10 2000,97,10,10.3,12 2000,61,19,31.1
78,Mali,07 2002,147,15,10.2,---,---,---,---
79,Kyrgyzstan,02 2000,60,6,10.0,02 2000,45,1,2.2
"""",Paraguay,04 2003,80,8,10.0,04 2003,45,4,8.9
"""",Zimbabwe,06 2000,150,15,10.0,---,---,---,---
80,Cambodia,07 2003,123,12,9.8,03 1999,61,8,13.1
"""",Hungary,04 2002,386,38,9.8,---,---,---,---
"""",Russian Federation,12 2003,450,44,9.8,N.A.,178,6,3.4
81,Sudan,12 2000,360,35,9.7,---,---,---,---
"""",Venezuela,07 2000,165,16,9.7,---,---,---,---
82,Ghana,12 2000,200,19,9.5,---,---,---,---
83,Georgia,03 2004,235,22,9.4,---,---,---,---
84,Bhutan,N.A.,150,14,9.5,---,---,---,---
85,Gabon,12 2001,119,11,9.2,02 2003,91,14,15.4
"""",Malta,04 2003,65,6,9.2,---,---,---,---
"""",Thailand,01 2001,500,46,9.2,03 2000,200,21,10.5
86,Malaysia,03 2004,219,20,9.1,2003,51,18,35.3
"""",Sao Tome and Principe,03 2002,55,5,9.1,---,---,---,---
87,Cameroon,06 2002,180,16,8.9,---,---,---,---
88,Brazil,10 2002,513,44,8.6,10 2002,81,10,12.3
89,Congo,05 2002,129,11,8.5,07 2002,60,9,15.0
"""",Cote d'Ivoire,12 2000,223,19,8.5,---,---,---,---
90,Guatemala,11 2003,158,13,8.2,---,---,---,---
91,India,04 2004,541,44,8.1,06 2004,242,?,?
92,Serbia and Montenegro****,09 2003,126,10,7.9,---,---,---,---
93,Ethiopia,05 2000,547,42,7.7,05 2000,120,10,8.3
94,Togo,10 2002,81,6,7.4,---,---,---,---
95,Benin,03 2003,83,6,7.2,---,---,---,---
"""",Uzbekistan,12 1999,250,18,7.2,---,---,---,---
96,Japan,11 2003,480,34,7.1,07 2001,247,36,14.6
"""",Kenya,12 2002,224,16,7.1,---,---,---,---
97,Algeria,05 2002,389,24,6.2,12 2003,144,28,19.4
98,Nigeria,04 2003,359,22,6.1,04 2003,109,3,2.8
"""",Samoa,03 2001,49,3,6.1,---,---,---,---
99,Maldives,11 1999,50,3,6.0,---,---,---,---
100,Nepal,05 1999,205,12,5.9,06 2001,60,5,8.3
101,Chad,04 2002,155,9,5.8,---,---,---,---
102,Albania,06 2001,140,8,5.7,---,---,---,---
"""",Fiji,08 2001,70,4,5.7,08 2001,32,2,6.3
"""",Mauritius,09 2000,70,4,5.7,---,---,---,---
103,Honduras,11 2001,128,7,5.5,---,---,---,---
"""",Jordan,06 2003,110,6,5.5,11 2003,55,7,12.7
104,Liberia,10 2003,76,4,5.3,---,---,---,---
"""",Ukraine,03 2002,450,24,5.3,---,---,---,---
105,Sri Lanka,04 2004,225,11,4.9,---,---,---,---
106,Kiribati,05 2003,42,2,4.8,---,---,---,---
107,Armenia,05 2003,131,6,4.6,---,---,---,---
108,Turkey,11 2002,550,24,4.4,---,---,---,---
109,Madagascar,12 2002,160,6,3.8,03 2001,90,10,11.1
"""",Vanuatu,07 2004,52,2,3.8,---,---,---,---
110,Mauritania,10 2001,81,3,3.7,04 2002,56,3,5.4
111,Haiti,05 2000,83,3,3.6,05 2000,27,7,25.9
112,Belize,03 2003,30,1,3.3,03 2003,13,3,23.1
113,Iran (Islamic Rep. of),02 2004,290,9,3.1,---,---,---,---
114,Marshall Islands,11 2003,33,1,3.0,---,---,---,---
115,Egypt,11 2000,454,11,2.4,05 2001,264,15,5.7
116,Lebanon,08 2000,128,3,2.3,---,---,---,---
117,Bangladesh,10 2001,300,6,2.0,---,---,---,---
118,Niger,11 1999,83,1,1.2,---,---,---,---
119,Papua New Guinea,06 2002,109,1,0.9,---,---,---,---
120,Yemen,04 2003,301,1,0.3,---,---,---,---
121,Bahrain,10 2002,40,0,0.0,11 2002,40,6,15.0
"""",Kuwait,07 2003,65,0,0.0,---,---,---,---
"""",Micronesia (Fed. States of),03 2003,14,0,0.0,---,---,---,---
"""",Nauru,05 2003,18,0,0.0,---,---,---,---
"""",Palau,11 2000,16,0,0.0,11 2000,9,0,0.0
"""",Saudi Arabia,05 2001,120,0,0.0,---,---,---,---
"""",Solomon Islands,12 2001,50,0,0.0,---,---,---,---
"""",Tonga,03 2002,30,0,0.0,---,---,---,---
"""",Tuvalu,07 2002,15,0,0.0,---,---,---,---
"""",United Arab Emirates,12 1997,40,0,0.0,---,---,---,---
?,Comoros,04 2004,33,?,?,---,---,---,---
?,Guinea-Bissau,03 2004,104,?,?,---,---,---,---
?,Libyan Arab Jamahiriya,03 1997,760,?,?,---,---,---,---
?,Malawi,04 2004,193,?,?,---,---,---,---
?,Mongolia,06 2004,76,?,?,---,---,---,---
?,Philippines,05 2004,220,?,?,05 2004,24,?,?
