Source: Inter-Parliamentary Union Open Data,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
107,Bangladesh,12.2018,349,73,20.9,-,-,-,-
108,Ukraine,07.2019,423,88,20.8,-,-,-,-
109,Georgia,10.2020,150,31,20.7,-,-,-,-
110,Morocco,10.2016,395,81,20.5,10.2015,120,14,11.7
111,Indonesia,04.2019,575,117,20.4,-,-,-,-
112,Mauritania,09.2018,153,31,20.3,-,-,-,-
113,Pakistan,07.2018,342,69,20.2,03.2018,104,20,19.2
114,Barbados,05.2018,30,6,20,06.2018,21,9,42.9
“,Cambodia,07.2018,125,25,20,02.2018,62,10,16.1
“,Mauritius,11.2019,70,14,20,-,-,-,-
117,Saudi Arabia,10.2020,151,30,19.9,-,-,-,-
118,Cyprus,05.2016,56,11,19.6,-,-,-,-
“,Fiji,11.2018,51,10,19.6,-,-,-,-
120,Guatemala,06.2019,160,31,19.4,-,-,-,-
121,Republic of Korea,04.2020,300,57,19,-,-,-,-
122,Togo,12.2018,91,17,18.7,-,-,-,-
123,Colombia,03.2018,169,31,18.3,03.2018,106,23,21.7
124,Saint Vincent and the Grenadines,11.2020,22,4,18.2,-,-,-,-
125,Madagascar,05.2019,151,27,17.9,12.2015,62,12,19.4
126,Democratic People's Republic of Korea,03.2019,687,121,17.6,-,-,-,-
127,Azerbaijan,02.2020,121,21,17.4,-,-,-,-
128,Mongolia,06.2020,75,13,17.3,-,-,-,-
“,Türkiye,06.2018,589,102,17.3,-,-,-,-
130,Niger,02.2016,171,29,17,-,-,-,-
131,Myanmar,11.2020,315,53,16.8,11.2020,160,25,15.6
“,Zambia,08.2016,167,28,16.8,-,-,-,-
133,Comoros,01.2020,24,4,16.7,-,-,-,-
“,Guinea,03.2020,114,19,16.7,-,-,-,-
“,Saint Lucia,06.2016,18,3,16.7,07.2016,11,3,27.3
136,Kyrgyzstan,10.2020,115,19,16.5,-,-,-,-
137,Paraguay,04.2018,80,13,16.3,04.2018,45,9,20
138,Libya,06.2014,188,30,16,-,-,-,-
139,Russian Federation,09.2016,450,71,15.8,-,170,29,17.1
“,Thailand,03.2019,489,77,15.8,05.2019,250,26,10.4
141,Chad,02.2011,162,25,15.4,-,-,-,-
142,Bahrain,11.2018,40,6,15,12.2018,40,9,22.5
143,Bhutan,10.2018,47,7,14.9,04.2018,25,4,16
“,Malaysia,05.2018,222,33,14.9,-,68,13,19.1
145,Gabon,10.2018,142,21,14.8,12.2014,100,18,18
146,Brazil,10.2018,513,75,14.6,10.2018,81,10,12.4
147,India,04.2019,543,78,14.4,06.2020,241,27,11.2
148,Guinea-Bissau,03.2019,102,14,13.7,-,-,-,-
149,Malta,06.2017,67,9,13.4,-,-,-,-
150,Ghana,12.2016,275,36,13.1,-,-,-,-
151,Bahamas,05.2017,39,5,12.8,05.2017,16,7,43.8
“,Democratic Republic of the Congo,12.2018,500,64,12.8,03.2019,109,23,21.1
153,Liberia,10.2017,73,9,12.3,12.2014,30,1,3.3
“,Sierra Leone,03.2018,146,18,12.3,-,-,-,-
155,Hungary,04.2018,199,24,12.1,-,-,-,-
156,Liechtenstein,02.2017,25,3,12,-,-,-,-
157,Jordan,11.2020,130,15,11.5,09.2020,65,7,10.8
158,Côte d'Ivoire,12.2016,255,29,11.4,03.2018,99,19,19.2
159,Congo,07.2017,151,17,11.3,08.2017,69,13,18.8
160,Syrian Arab Republic,07.2020,250,28,11.2,-,-,-,-
161,Antigua and Barbuda,03.2018,18,2,11.1,03.2018,17,9,52.9
162,Botswana,10.2019,65,7,10.8,-,-,-,-
163,Nauru,08.2019,19,2,10.5,-,-,-,-
164,Samoa,03.2016,50,5,10,-,-,-,-
165,Japan,10.2017,465,46,9.9,07.2019,245,56,22.9
166,Qatar,06.2016,41,4,9.800000000000001,-,-,-,-
167,Belize,11.2020,31,3,9.699999999999999,11.2015,14,3,21.4
168,Eswatini,09.2018,73,7,9.6,10.2018,30,12,40
169,Brunei Darussalam,01.2017,33,3,9.1,-,-,-,-
170,Kiribati,04.2020,45,4,8.9,-,-,-,-
171,Central African Republic,02.2016,140,12,8.6,-,-,-,-
“,Gambia (The),04.2017,58,5,8.6,-,-,-,-
173,Tonga,11.2017,27,2,7.4,-,-,-,-
174,Benin,04.2019,83,6,7.2,-,-,-,-
175,Kuwait,11.2016,63,4,6.4,-,-,-,-
“,Solomon Islands,04.2019,47,3,6.4,-,-,-,-
177,Burkina Faso,11.2020,127,8,6.3,-,-,-,-
“,Palau,11.2020,16,1,6.3,11.2020,13,1,7.7
“,Tuvalu,09.2019,16,1,6.3,-,-,-,-
180,Marshall Islands,11.2019,33,2,6.1,-,-,-,-
181,Iran (Islamic Republic of),02.2020,286,16,5.6,-,-,-,-
182,Sri Lanka,08.2020,223,12,5.4,-,-,-,-
183,Lebanon,05.2018,128,6,4.7,-,-,-,-
184,Maldives,04.2019,87,4,4.6,-,-,-,-
185,Nigeria,02.2019,360,13,3.6,02.2019,109,8,7.3
186,Oman,10.2019,86,2,2.3,11.2019,86,15,17.4
187,Yemen,04.2003,301,1,0.3,04.2001,111,3,2.7
188,Micronesia (Federated States of),03.2019,14,0,0,-,-,-,-
“,Papua New Guinea,06.2017,111,0,0,-,-,-,-
“,Vanuatu,03.2020,52,0,0,-,-,-,-
,Eritrea,02.1994,-,-,-,-,-,-,-
,Haiti,08.2015,-,-,-,11.2016,10,0,0
Suspended,Sudan,-,-,-,-,-,-,-,-
