Rank,Country,Lower or single House,Lower or single House.1,Lower or single House.2,Lower or single House.3,Upper House or Senate,Upper House or Senate.1,Upper House or Senate.2,Upper House or Senate.3
"""",Equatorial Guinea,12.11.2017,100,20,20.0%,12.11.2017,72,11,15.3%
"""",Slovakia,05.03.2016,150,30,20.0%,---,---,---,---
106,Saudi Arabia,02.12.2016,151,30,19.9%,---,---,---,---
107,Fiji,14.11.2018,51,10,19.6%,---,---,---,---
108,Kyrgyzstan,04.10.2015,120,23,19.2%,---,---,---,---
"""",Madagascar,20.12.2013,151,29,19.2%,29.12.2015,63,13,20.6%
110,Guatemala,06.09.2015,158,30,19.0%,---,---,---,---
"""",Tajikistan,01.03.2015,63,12,19.0%,27.03.2015,32,7,21.9%
112,Greece,20.09.2015,300,56,18.7%,---,---,---,---
113,Panama,04.05.2014,71,13,18.3%,---,---,---,---
114,Indonesia,09.04.2014,560,102,18.2%,---,---,---,---
115,Colombia,11.03.2018,171,31,18.1%,11.03.2018,108,22,20.4%
116,Zambia,11.08.2016,167,30,18.0%,---,---,---,---
117,Cyprus,22.05.2016,56,10,17.9%,---,---,---,---
"""",Gabon,06.10.2018,134,24,17.9%,13.12.2014,102,18,17.6%
119,Jamaica,22.02.2016,63,11,17.5%,10.03.2016,21,5,23.8%
120,Turkey,24.06.2018,596,104,17.4%,---,---,---,---
121,Mongolia,29.06.2016,76,13,17.1%,---,---,---,---
"""",Republic of Korea,13.04.2016,298,51,17.1%,---,---,---,---
123,Niger,21.02.2016,171,29,17.0%,---,---,---,---
124,Azerbaijan,01.11.2015,119,20,16.8%,---,---,---,---
125,Malawi,20.05.2014,192,32,16.7%,---,---,---,---
"""",Saint Lucia,06.06.2016,18,3,16.7%,12.07.2016,11,3,27.3%
127,Togo,20.12.2018,91,15,16.5%,---,---,---,---
128,Democratic People's Republic of Korea,09.03.2014,687,112,16.3%,---,---,---,---
129,Libya,25.06.2014,188,30,16.0%,---,---,---,---
"""",Uzbekistan,21.12.2014,150,24,16.0%,13.01.2015,100,17,17.0%
131,Russian Federation,18.09.2016,450,71,15.8%,N.A.,170,31,18.2%
132,Jordan,20.09.2016,130,20,15.4%,27.09.2016,65,10,15.4%
133,Bahrain,01.12.2018,40,6,15.0%,09.12.2018,40,9,22.5%
"""",Brazil,07.10.2018,513,77,15.0%,07.10.2018,81,12,14.8%
"""",Paraguay,22.04.2018,80,12,15.0%,22.04.2018,45,9,20.0%
136,Bhutan,18.10.2018,47,7,14.9%,20.04.2018,25,4,16.0%
"""",Chad,13.02.2011,168,25,14.9%,---,---,---,---
"""",Egypt,17.10.2015,596,89,14.9%,---,---,---,---
139,Georgia,08.10.2016,149,22,14.8%,---,---,---,---
140,Sao Tome and Principe,07.10.2018,55,8,14.5%,---,---,---,---
141,Malaysia,09.05.2018,222,32,14.4%,N.A.,67,13,19.4%
142,Guinea-Bissau,13.04.2014,102,14,13.7%,---,---,---,---
143,Burkina Faso,29.11.2015,127,17,13.4%,---,---,---,---
144,Saint Kitts and Nevis,16.02.2015,15,2,13.3%,---,---,---,---
145,Syrian Arab Republic,13.04.2016,250,33,13.2%,---,---,---,---
146,Ghana,07.12.2016,275,36,13.1%,---,---,---,---
147,Saint Vincent and the Grenadines,09.12.2015,23,3,13.0%,---,---,---,---
148,Bahamas,24.05.2017,39,5,12.8%,24.05.2017,16,7,43.8%
149,Hungary,08.04.2018,199,25,12.6%,---,---,---,---
"""",India,07.04.2014,524,66,12.6%,16.01.2018,244,28,11.5%
151,Palau,01.11.2016,16,2,12.5%,01.11.2016,13,2,15.4%
152,Liberia,10.10.2017,73,9,12.3%,20.12.2014,30,3,10.0%
"""",Sierra Leone,07.03.2018,146,18,12.3%,---,---,---,---
154,Liechtenstein,05.02.2017,25,3,12.0%,---,---,---,---
155,Malta,03.06.2017,67,8,11.9%,---,---,---,---
156,Mauritius,10.12.2014,69,8,11.6%,---,---,---,---
"""",Ukraine,26.10.2014,423,49,11.6%,---,---,---,---
158,Congo,16.07.2017,151,17,11.3%,31.08.2017,69,13,18.8%
"""",Myanmar,08.11.2015,433,49,11.3%,08.11.2015,224,27,12.1%
160,Antigua and Barbuda,21.03.2018,18,2,11.1%,26.03.2018,17,9,52.9%
161,Cote d'Ivoire,18.12.2016,255,28,11.0%,25.03.2018,66,8,12.1%
162,Nauru,09.07.2016,19,2,10.5%,---,---,---,---
163,Democratic Republic of the Congo,30.12.2018,485,50,10.3%,19.01.2007,108,5,4.6%
"""",Gambia,06.04.2017,58,6,10.3%,---,---,---,---
165,Japan,22.10.2017,463,47,10.2%,10.07.2016,241,50,20.7%
166,Samoa,04.03.2016,50,5,10.0%,---,---,---,---
167,Qatar,01.07.2013,41,4,9.8%,---,---,---,---
168,Botswana,24.10.2014,63,6,9.5%,---,---,---,---
169,Belize,04.11.2015,32,3,9.4%,13.11.2015,13,2,15.4%
170,Brunei Darussalam,13.01.2017,33,3,9.1%,---,---,---,---
"""",Marshall Islands,16.11.2015,33,3,9.1%,---,---,---,---
172,Mali,24.11.2013,147,13,8.8%,---,---,---,---
173,Central African Republic,14.02.2016,140,12,8.6%,---,---,---,---
174,Tonga,16.11.2017,27,2,7.4%,---,---,---,---
175,Benin,26.04.2015,83,6,7.2%,---,---,---,---
"""",Eswatini,21.09.2018,69,5,7.2%,23.10.2018,30,7,23.3%
177,Tuvalu,31.03.2015,15,1,6.7%,---,---,---,---
178,Kiribati,30.12.2015,46,3,6.5%,---,---,---,---
179,Comoros,25.01.2015,33,2,6.1%,---,---,---,---
180,Iran (Islamic Republic of),26.02.2016,289,17,5.9%,---,---,---,---
181,Nigeria,28.03.2015,359,20,5.6%,28.03.2015,109,7,6.4%
182,Thailand,07.08.2014,240,13,5.4%,---,---,---,---
183,Sri Lanka,17.08.2015,225,12,5.3%,---,---,---,---
184,Lebanon,06.05.2018,128,6,4.7%,---,---,---,---
"""",Maldives,22.03.2014,85,4,4.7%,---,---,---,---
186,Kuwait,26.11.2016,65,3,4.6%,---,---,---,---
187,Haiti,09.08.2015,118,3,2.5%,20.11.2016,28,1,3.6%
188,Solomon Islands,19.11.2014,49,1,2.0%,---,---,---,---
189,Oman,25.10.2015,85,1,1.2%,07.11.2015,85,14,16.5%
190,Yemen,27.04.2003,301,1,0.3%,28.04.2001,111,3,2.7%
191,Micronesia (Federated States of),07.03.2017,14,0,0.0%,---,---,---,---
"""",Papua New Guinea,24.06.2017,106,0,0.0%,---,---,---,---
"""",Vanuatu,22.01.2016,52,0,0.0%,---,---,---,---
