Source: Inter-Parliamentary Union Open Data,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
“,Trinidad and Tobago,08.2020,42,11,26.2,08.2020,32,13,40.6
90,Niger,12.2020,166,43,25.9,-,-,-,-
“,Turkmenistan,03.2018,116,30,25.9,03.2021,55,14,25.5
92,Estonia,03.2019,101,26,25.7,-,-,-,-
93,Czech Republic,10.2021,200,51,25.5,10.2020,81,12,14.8
94,Uruguay,10.2019,99,25,25.3,10.2019,31,10,32.3
95,Saint Kitts and Nevis,06.2020,16,4,25,-,-,-,-
96,China,03.2018,2975,742,24.9,-,-,-,-
97,Lesotho,06.2017,115,28,24.4,07.2017,33,7,21.2
“,Somalia,11.2021,275,67,24.4,07.2021,54,14,25.9
99,Morocco,09.2021,395,95,24.1,10.2021,120,15,12.5
100,Sao Tome and Principe,10.2018,55,13,23.6,-,-,-,-
101,Ireland,02.2020,160,37,23.1,03.2020,59,23,39
102,Malawi,05.2019,192,44,22.9,-,-,-,-
“,Seychelles,10.2020,35,8,22.9,-,-,-,-
104,Bulgaria,11.2021,240,54,22.5,-,-,-,-
“,Panama,05.2019,71,16,22.5,-,-,-,-
106,Equatorial Guinea,11.2017,100,22,22,11.2017,72,12,16.7
“,Lao People's Democratic Republic,02.2021,164,36,22,-,-,-,-
108,Indonesia,04.2019,575,126,21.9,-,-,-,-
109,Kenya,08.2017,350,75,21.4,08.2017,68,21,30.9
110,Slovakia,02.2020,150,32,21.3,-,-,-,-
111,Greece,07.2019,300,63,21,-,-,-,-
112,Bangladesh,12.2018,350,73,20.9,-,-,-,-
113,Cambodia,07.2018,125,26,20.8,02.2018,62,10,16.1
114,Kyrgyzstan,11.2021,88,18,20.5,-,-,-,-
“,Pakistan,07.2018,342,70,20.5,03.2021,100,19,19
116,Mauritania,09.2018,153,31,20.3,-,-,-,-
“,Ukraine,07.2019,423,86,20.3,-,-,-,-
118,Mauritius,11.2019,70,14,20,-,-,-,-
119,Saudi Arabia,10.2020,151,30,19.9,-,-,-,-
120,Burkina Faso,03.2022,71,14,19.7,-,-,-,-
121,Fiji,11.2018,51,10,19.6,-,-,-,-
122,Guatemala,06.2019,160,31,19.4,-,-,-,-
123,Georgia,10.2020,147,28,19.1,-,-,-,-
“,Romania,12.2020,330,63,19.1,12.2020,136,25,18.4
125,Togo,12.2018,91,17,18.7,-,-,-,-
126,Republic of Korea,04.2020,295,55,18.6,-,-,-,-
127,Madagascar,05.2019,151,28,18.5,12.2020,18,2,11.1
128,Azerbaijan,02.2020,120,22,18.3,-,-,-,-
129,Saint Vincent and the Grenadines,11.2020,22,4,18.2,-,-,-,-
130,Bahamas,09.2021,39,7,18,10.2021,16,4,25
131,Democratic People's Republic of Korea,03.2019,687,121,17.6,-,-,-,-
132,Paraguay,04.2018,80,14,17.5,04.2018,45,7,15.6
133,Bhutan,10.2018,46,8,17.4,04.2018,24,3,12.5
“,Türkiye,06.2018,582,101,17.4,-,-,-,-
135,Mongolia,06.2020,76,13,17.1,-,-,-,-
136,Comoros,01.2020,24,4,16.7,-,-,-,-
137,Libya,06.2014,170,28,16.5,-,-,-,-
138,Russian Federation,09.2021,450,73,16.2,-,169,37,21.9
139,Thailand,03.2019,489,77,15.8,05.2019,248,26,10.5
140,Gabon,10.2018,143,22,15.4,01.2021,67,16,23.9
141,Zambia,08.2021,166,25,15.1,-,-,-,-
142,Bahrain,11.2018,40,6,15,12.2018,40,9,22.5
“,Malaysia,05.2018,220,33,15,-,55,10,18.2
144,India,04.2019,542,81,14.9,03.2022,236,29,12.3
145,Brazil,10.2018,513,76,14.8,10.2018,81,14,17.3
146,Ghana,12.2020,275,40,14.6,-,-,-,-
147,Cyprus,05.2021,56,8,14.3,-,-,-,-
148,Côte d'Ivoire,03.2021,254,36,14.2,03.2018,99,19,19.2
149,Guinea-Bissau,03.2019,102,14,13.7,-,-,-,-
150,Hungary,04.2018,199,26,13.1,-,-,-,-
151,Central African Republic,12.2020,140,18,12.9,-,-,-,-
152,Democratic Republic of the Congo,12.2018,500,64,12.8,03.2019,109,26,23.9
153,Belize,11.2020,32,4,12.5,12.2020,14,5,35.7
154,Jordan,11.2020,130,16,12.3,09.2020,65,7,10.8
“,Sierra Leone,03.2018,146,18,12.3,-,-,-,-
156,Eswatini,09.2018,74,9,12.2,10.2018,30,12,40
157,Congo,07.2017,151,17,11.3,08.2017,69,13,18.8
158,Syrian Arab Republic,07.2020,250,28,11.2,-,-,-,-
159,Antigua and Barbuda,03.2018,18,2,11.1,03.2018,17,9,52.9
“,Botswana,10.2019,63,7,11.1,-,-,-,-
“,Saint Lucia,07.2021,18,2,11.1,08.2021,11,5,45.5
162,Liberia,10.2017,73,8,11,12.2020,30,2,6.7
163,Nauru,08.2019,19,2,10.5,-,-,-,-
164,Gambia (The),04.2017,58,6,10.3,-,-,-,-
165,Japan,10.2021,465,45,9.699999999999999,07.2019,242,56,23.1
166,Brunei Darussalam,01.2017,33,3,9.1,-,-,-,-
167,Algeria,06.2021,407,33,8.1,02.2022,164,7,4.3
168,Solomon Islands,04.2019,50,4,8,-,-,-,-
169,Samoa,04.2021,51,4,7.8,-,-,-,-
170,Benin,04.2019,81,6,7.4,-,-,-,-
171,Micronesia (Federated States of),03.2021,14,1,7.1,-,-,-,-
172,Kiribati,04.2020,45,3,6.7,-,-,-,-
173,Palau,11.2020,16,1,6.3,11.2020,13,1,7.7
“,Tuvalu,09.2019,16,1,6.3,-,-,-,-
175,Marshall Islands,11.2019,33,2,6.1,-,-,-,-
176,Iran (Islamic Republic of),02.2020,286,16,5.6,-,-,-,-
177,Sri Lanka,08.2020,225,12,5.3,-,-,-,-
178,Lebanon,05.2018,128,6,4.7,-,-,-,-
179,Maldives,04.2019,87,4,4.6,-,-,-,-
180,Qatar,10.2021,45,2,4.4,-,-,-,-
181,Tonga,11.2021,27,1,3.7,-,-,-,-
182,Nigeria,02.2019,360,13,3.6,02.2019,109,8,7.3
183,Oman,10.2019,86,2,2.3,11.2019,85,15,17.7
184,Kuwait,12.2020,62,1,1.6,-,-,-,-
185,Papua New Guinea,06.2017,111,0,0,-,-,-,-
“,Vanuatu,03.2020,52,0,0,-,-,-,-
“,Yemen,04.2003,250,0,0,04.2001,90,1,1.1
,Eritrea,02.1994,-,-,-,-,-,-,-
,Haiti,08.2015,-,-,-,11.2016,10,0,0
,Venezuela (Bolivarian Republic of),12.2015,-,-,-,-,-,-,-
Suspended,Afghanistan,-,-,-,-,-,-,-,-
Suspended,Myanmar,-,-,-,-,-,-,-,-
Suspended,Sudan,-,-,-,-,-,-,-,-
