Source: Inter-Parliamentary Union Open Data,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
28,Austria,09.2019,183,72,39.3,-,61,22,36.1
29,Ethiopia,05.2015,547,212,38.8,10.2015,153,49,32
“,Serbia,06.2020,250,97,38.8,-,-,-,-
31,Timor-Leste,05.2018,65,25,38.5,-,-,-,-
32,Burundi,05.2020,123,47,38.2,07.2015,39,18,46.2
33,Iceland,10.2017,63,24,38.1,-,-,-,-
34,United Republic of Tanzania,10.2015,393,145,36.9,-,-,-,-
35,Italy,03.2018,630,225,35.7,03.2018,320,110,34.4
36,Guyana,03.2020,65,23,35.4,-,-,-,-
37,Uganda,02.2016,459,160,34.9,-,-,-,-
38,Dominica,12.2019,32,11,34.4,-,-,-,-
39,Cameroon,02.2020,180,61,33.9,03.2018,100,26,26
“,United Kingdom,12.2019,650,220,33.9,-,795,216,27.2
41,El Salvador,03.2018,84,28,33.3,-,-,-,-
“,Monaco,02.2018,24,8,33.3,-,-,-,-
“,Netherlands,03.2017,150,50,33.3,05.2019,75,29,38.7
“,San Marino,12.2019,60,20,33.3,-,-,-,-
45,Nepal,11.2017,275,90,32.7,01.2020,58,22,37.9
46,Uzbekistan,12.2019,150,48,32,01.2020,97,24,24.7
47,Zimbabwe,07.2018,270,86,31.9,07.2018,80,35,43.8
48,Germany,09.2017,709,221,31.2,-,69,25,36.2
49,Trinidad and Tobago,09.2015,42,13,31,09.2015,31,12,38.7
50,Angola,08.2017,220,66,30,-,-,-,-
“,Australia,05.2019,150,45,30,05.2019,76,37,48.7
“,Latvia,10.2018,100,30,30,-,-,-,-
“,Luxembourg,10.2018,60,18,30,-,-,-,-
54,Montenegro,10.2016,81,24,29.6,-,-,-,-
55,Albania,06.2017,122,36,29.5,-,-,-,-
56,Suriname,05.2020,51,15,29.4,-,-,-,-
57,Canada,10.2019,338,98,29,-,96,48,50
58,Estonia,03.2019,101,29,28.7,-,-,-,-
“,Poland,10.2019,460,132,28.7,10.2019,100,24,24
60,South Sudan,08.2016,383,109,28.5,08.2011,50,6,12
61,Philippines,05.2019,304,85,28,05.2019,24,7,29.2
62,Dominican Republic,05.2016,190,53,27.9,05.2016,32,3,9.4
“,Mali,03.2020,147,41,27.9,-,-,-,-
64,Slovenia,06.2018,90,25,27.8,11.2017,40,4,10
65,Israel,03.2020,120,33,27.5,-,-,-,-
“,Lao People's Democratic Republic,03.2016,149,41,27.5,-,-,-,-
67,Kazakhstan,03.2016,107,29,27.1,06.2017,49,6,12.2
68,Afghanistan,10.2018,248,67,27,01.2015,68,19,27.9
69,Bulgaria,03.2017,240,64,26.7,-,-,-,-
“,Viet Nam,05.2016,494,132,26.7,-,-,-,-
71,Iraq,05.2018,329,87,26.4,-,-,-,-
72,Djibouti,02.2018,65,17,26.2,-,-,-,-
“,Peru,01.2020,130,34,26.2,-,-,-,-
74,Algeria,05.2017,462,119,25.8,12.2018,141,8,5.7
75,Cabo Verde,03.2016,72,18,25,-,-,-,-
“,Turkmenistan,03.2018,124,31,25,-,-,-,-
77,China,03.2018,2975,742,24.9,-,-,-,-
“,Tunisia,10.2019,217,54,24.9,-,-,-,-
79,Republic of Moldova,02.2019,101,25,24.8,-,-,-,-
80,Somalia,10.2016,275,67,24.4,10.2016,54,13,24.1
81,Lithuania,10.2016,141,34,24.1,-,-,-,-
82,Singapore,09.2015,100,24,24,-,-,-,-
83,Tajikistan,03.2020,63,15,23.8,03.2020,31,7,22.6
84,Sao Tome and Principe,10.2018,55,13,23.6,-,-,-,-
“,United States of America,11.2018,432,102,23.6,11.2018,100,25,25
86,Armenia,12.2018,132,31,23.5,-,-,-,-
87,Lesotho,06.2017,120,28,23.3,07.2017,32,7,21.9
88,Malawi,05.2019,192,44,22.9,-,-,-,-
89,Chile,11.2017,155,35,22.6,11.2017,43,10,23.3
90,Czech Republic,10.2017,200,45,22.5,10.2018,81,12,14.8
“,Ireland,02.2020,160,36,22.5,03.2020,60,24,40
“,Panama,05.2019,71,16,22.5,-,-,-,-
93,Venezuela (Bolivarian Republic of),12.2015,167,37,22.2,-,-,-,-
94,Romania,12.2016,329,72,21.9,12.2016,136,20,14.7
95,Kenya,08.2017,349,76,21.8,08.2017,68,21,30.9
96,Greece,07.2019,300,65,21.7,-,-,-,-
97,Bosnia and Herzegovina,10.2018,42,9,21.4,02.2019,15,3,20
98,Seychelles,09.2016,33,7,21.2,-,-,-,-
“,Uruguay,10.2019,99,21,21.2,10.2019,31,9,29
100,Honduras,11.2017,128,27,21.1,-,-,-,-
101,Equatorial Guinea,11.2017,100,21,21,11.2017,72,12,16.7
102,Bangladesh,12.2018,349,73,20.9,-,-,-,-
103,Ukraine,07.2019,423,88,20.8,-,-,-,-
104,Morocco,10.2016,395,81,20.5,10.2015,120,14,11.7
105,Indonesia,04.2019,575,117,20.4,-,-,-,-
106,Mauritania,09.2018,153,31,20.3,-,-,-,-
107,Pakistan,07.2018,342,69,20.2,03.2018,104,20,19.2
108,Barbados,05.2018,30,6,20,06.2018,21,9,42.9
“,Cambodia,07.2018,125,25,20,02.2018,62,10,16.1
“,Mauritius,11.2019,70,14,20,-,-,-,-
“,Saint Kitts and Nevis,06.2020,15,3,20,-,-,-,-
“,Slovakia,02.2020,150,30,20,-,-,-,-
113,Saudi Arabia,12.2016,151,30,19.9,-,-,-,-
114,Cyprus,05.2016,56,11,19.6,-,-,-,-
“,Fiji,11.2018,51,10,19.6,-,-,-,-
116,Guatemala,06.2019,160,31,19.4,-,-,-,-
117,Croatia,09.2016,151,29,19.2,-,-,-,-
“,Kyrgyzstan,10.2015,120,23,19.2,-,-,-,-
119,Republic of Korea,04.2020,300,57,19,-,-,-,-
120,Togo,12.2018,91,17,18.7,-,-,-,-
121,Colombia,03.2018,169,31,18.3,03.2018,106,23,21.7
122,Democratic People's Republic of Korea,03.2019,687,121,17.6,-,-,-,-
123,Jamaica,02.2016,63,11,17.5,03.2016,21,5,23.8
124,Azerbaijan,02.2020,121,21,17.4,-,-,-,-
125,Mongolia,06.2020,75,13,17.3,-,-,-,-
“,Türkiye,06.2018,589,102,17.3,-,-,-,-
127,Niger,02.2016,171,29,17,-,-,-,-
128,Zambia,08.2016,167,28,16.8,-,-,-,-
129,Comoros,01.2020,24,4,16.7,-,-,-,-
“,Guinea,03.2020,114,19,16.7,-,-,-,-
“,Saint Lucia,06.2016,18,3,16.7,07.2016,11,3,27.3
132,Paraguay,04.2018,80,13,16.3,04.2018,45,9,20
133,Libya,06.2014,188,30,16,-,-,-,-
134,Madagascar,05.2019,151,24,15.9,12.2015,62,12,19.4
135,Russian Federation,09.2016,450,71,15.8,-,170,29,17.1
“,Thailand,03.2019,489,77,15.8,05.2019,250,26,10.4
137,Chad,02.2011,162,25,15.4,-,-,-,-
“,Jordan,09.2016,130,20,15.4,09.2016,65,10,15.4
139,Egypt,10.2015,596,90,15.1,-,-,-,-
140,Bahrain,11.2018,40,6,15,12.2018,40,9,22.5
141,Bhutan,10.2018,47,7,14.9,04.2018,25,4,16
142,Gabon,10.2018,142,21,14.8,12.2014,100,18,18
143,Brazil,10.2018,513,75,14.6,10.2018,81,11,13.6
144,India,04.2019,543,78,14.4,06.2020,243,25,10.3
“,Malaysia,05.2018,222,32,14.4,-,68,13,19.1
146,Georgia,10.2016,149,21,14.1,-,-,-,-
147,Guinea-Bissau,03.2019,102,14,13.7,-,-,-,-
148,Burkina Faso,11.2015,127,17,13.4,-,-,-,-
“,Malta,06.2017,67,9,13.4,-,-,-,-
150,Ghana,12.2016,275,36,13.1,-,-,-,-
151,Saint Vincent and the Grenadines,12.2015,23,3,13,-,-,-,-
152,Bahamas,05.2017,39,5,12.8,05.2017,16,7,43.8
“,Democratic Republic of the Congo,12.2018,500,64,12.8,03.2019,109,23,21.1
154,Palau,11.2016,16,2,12.5,11.2016,13,2,15.4
155,Syrian Arab Republic,04.2016,250,31,12.4,-,-,-,-
156,Liberia,10.2017,73,9,12.3,12.2014,30,1,3.3
“,Sierra Leone,03.2018,146,18,12.3,-,-,-,-
158,Hungary,04.2018,199,24,12.1,-,-,-,-
159,Liechtenstein,02.2017,25,3,12,-,-,-,-
160,Côte d'Ivoire,12.2016,255,29,11.4,03.2018,99,19,19.2
161,Congo,07.2017,151,17,11.3,08.2017,69,13,18.8
162,Antigua and Barbuda,03.2018,18,2,11.1,03.2018,17,9,52.9
“,Myanmar,11.2015,432,48,11.1,11.2015,223,27,12.1
164,Botswana,10.2019,65,7,10.8,-,-,-,-
165,Nauru,08.2019,19,2,10.5,-,-,-,-
166,Samoa,03.2016,50,5,10,-,-,-,-
167,Japan,10.2017,465,46,9.9,07.2019,245,56,22.9
168,Qatar,06.2016,41,4,9.800000000000001,-,-,-,-
169,Eswatini,09.2018,73,7,9.6,10.2018,30,12,40
170,Belize,11.2015,32,3,9.4,11.2015,14,3,21.4
171,Brunei Darussalam,01.2017,33,3,9.1,-,-,-,-
172,Kiribati,04.2020,45,4,8.9,-,-,-,-
173,Central African Republic,02.2016,140,12,8.6,-,-,-,-
“,Gambia (The),04.2017,58,5,8.6,-,-,-,-
175,Tonga,11.2017,27,2,7.4,-,-,-,-
176,Benin,04.2019,83,6,7.2,-,-,-,-
177,Kuwait,11.2016,63,4,6.4,-,-,-,-
178,Tuvalu,09.2019,16,1,6.3,-,-,-,-
179,Marshall Islands,11.2019,33,2,6.1,-,-,-,-
“,Solomon Islands,04.2019,49,3,6.1,-,-,-,-
181,Iran (Islamic Republic of),02.2020,276,16,5.8,-,-,-,-
182,Sri Lanka,08.2015,225,12,5.3,-,-,-,-
183,Lebanon,05.2018,128,6,4.7,-,-,-,-
184,Maldives,04.2019,87,4,4.6,-,-,-,-
185,Nigeria,02.2019,358,13,3.6,02.2019,109,8,7.3
186,Oman,10.2019,86,2,2.3,11.2019,86,15,17.4
187,Yemen,04.2003,301,1,0.3,04.2001,111,3,2.7
188,Micronesia (Federated States of),03.2019,14,0,0,-,-,-,-
“,Papua New Guinea,06.2017,111,0,0,-,-,-,-
“,Vanuatu,03.2020,52,0,0,-,-,-,-
,Eritrea,02.1994,-,-,-,-,-,-,-
,Haiti,08.2015,-,-,-,11.2016,10,0,0
Suspended,Sudan,-,-,-,-,-,-,-,-
