Rank,Country,Lower or single House,Lower or single House.1,Lower or single House.2,Lower or single House.3,Upper House or Senate,Upper House or Senate.1,Upper House or Senate.2,Upper House or Senate.3
54,Nicaragua,11 2006,92,19,20.70%,---,---,---,---
55,Luxembourg,6 2009,60,12,20.00%,---,---,---,---
56,Estonia,3 2011,101,20,19.80%,---,---,---,---
57,Israel,2 2009,120,23,19.20%,---,---,---,---
58,Lithuania,10 2008,141,27,19.10%,---,---,---,---
59,El Salvador,1 2009,84,16,19.00%,---,---,---,---
"""",Tajikistan,2 2010,63,12,19.00%,3 2010,34,5,14.70%
60,France,6 2007,577,109,18.90%,9 2011,348,77,22.10%
61,Mauritius,5 2010,69,13,18.80%,---,---,---,---
"""",Republic of Moldova,11 2010,101,19,18.80%,---,---,---,---
62,Bangladesh,12 2008,345,64,18.60%,---,---,---,---
63,Sao Tome and Principe,8 2010,55,10,18.20%,---,---,---,---
64,Honduras,11 2009,128,23,18.00%,---,---,---,---
"""",Indonesia,4 2009,560,101,18.00%,---,---,---,---
65,Kazakhstan,8 2007,107,19,17.80%,8 2011,47,?,?
66,Saint Vincent and the Grenadines,12 2010,23,4,17.40%,---,---,---,---
67,Greece,10 2009,300,52,17.30%,---,---,---,---
68,Venezuela,9 2010,165,28,17.00%,---,---,---,---
69,Turkmenistan,12 2008,125,21,16.80%,---,---,---,---
"""",United States of America 2,11 2010,434,73,16.80%,11 2010,100,17,17.00%
70,Bosnia and Herzegovina,10 2010,42,7,16.70%,6 2011,15,2,13.30%
"""",San Marino,11 2008,60,10,16.70%,---,---,---,---
71,Albania,6 2009,140,23,16.40%,---,---,---,---
72,Azerbaijan,11 2010,125,20,16.00%,---,---,---,---
"""",Slovakia,6 2010,150,24,16.00%,---,---,---,---
73,Thailand,7 2011,500,79,15.80%,4 2011,149,23,15.40%
74,Democratic People's Republic of Korea,3 2009,687,107,15.60%,---,---,---,---
75,Burkina Faso,5 2007,111,17,15.30%,---,---,---,---
76,Uruguay,10 2009,99,15,15.20%,10 2009,31,4,12.90%
77,Ireland,2 2011,166,25,15.10%,4 2011,60,18,30.00%
78,Zimbabwe,3 2008,214,32,15.00%,3 2008,99,24,24.20%
79,Gabon,1 2009,116,17,14.70%,1 2009,102,18,17.60%
"""",Republic of Korea,4 2008,299,44,14.70%,---,---,---,---
80,Slovenia,9 2008,90,13,14.40%,11 2007,40,1,2.50%
81,Chile,12 2009,120,17,14.20%,12 2009,38,5,13.20%
"""",Turkey,6 2011,550,78,14.20%,---,---,---,---
82,Russian Federation,12 2007,450,63,14.00%,N.A.,169,8,4.70%
83,Cameroon,7 2007,180,25,13.90%,---,---,---,---
84,Djibouti,2 2008,65,9,13.80%,---,---,---,---
85,Swaziland,9 2008,66,9,13.60%,10 2008,30,12,40.00%
86,Grenada,7 2008,15,2,13.30%,8 2008,13,4,30.80%
"""",Jamaica,9 2007,60,8,13.30%,9 2007,21,5,23.80%
"""",Niger,1 2011,113,15,13.30%,---,---,---,---
87,Sierra Leone,8 2007,121,16,13.20%,---,---,---,---
88,Chad,2 2011,188,24,12.80%,---,---,---,---
89,Colombia,3 2010,166,21,12.70%,3 2010,102,16,15.70%
90,Central African Republic,1 2011,104,13,12.50%,---,---,---,---
"""",Dominica,12 2009,32,4,12.50%,---,---,---,---
"""",Madagascar,10 2010,256,32,12.50%,10 2010,90,10,11.10%
"""",Paraguay,4 2008,80,10,12.50%,4 2008,45,7,15.60%
91,Syrian Arab Republic,4 2007,250,31,12.40%,---,---,---,---
92,Bahamas,5 2007,41,5,12.20%,5 2007,15,5,33.30%
93,Romania,11 2008,334,38,11.40%,11 2008,137,8,5.80%
94,Japan,8 2009,480,54,11.30%,7 2010,242,44,18.20%
95,Montenegro,3 2009,81,9,11.10%,---,---,---,---
"""",Saint Lucia,12 2006,18,2,11.10%,1 2007,11,4,36.40%
"""",Togo,10 2007,81,9,11.10%,---,---,---,---
96,Zambia,9 2011,155,17,11.00%,---,---,---,---
97,India,4 2009,545,59,10.80%,3 2010,242,25,10.30%
"""",Jordan,11 2010,120,13,10.80%,10 2011,60,7,11.70%
98,Cyprus,5 2011,56,6,10.70%,---,---,---,---
99,Antigua and Barbuda,3 2009,19,2,10.50%,4 2009,17,5,29.40%
"""",Morocco,9 2007,325,34,10.50%,10 2009,270,6,2.20%
100,Democratic Republic of the Congo,7 2006,500,52,10.40%,1 2007,108,5,4.60%
101,Mali,7 2007,147,15,10.20%,---,---,---,---
102,Bahrain,9 2011,40,4,10.00%,11 2010,40,11,27.50%
"""",Barbados,1 2008,30,3,10.00%,2 2008,21,7,33.30%
"""",Equatorial Guinea,5 2008,100,10,10.00%,---,---,---,---
"""",Guinea-Bissau,11 2008,100,10,10.00%,---,---,---,---
103,Malaysia,3 2008,222,22,9.90%,N.A.,64,18,28.10%
104,Kenya,12 2007,224,22,9.80%,---,---,---,---
"""",Suriname,5 2010,51,5,9.80%,---,---,---,---
105,Armenia,5 2007,131,12,9.20%,---,---,---,---
106,Hungary,4 2010,386,35,9.10%,---,---,---,---
107,Cote d'Ivoire,12 2000,203,18,8.90%,---,---,---,---
108,Malta,3 2008,69,6,8.70%,---,---,---,---
109,Brazil,10 2010,513,44,8.60%,10 2010,81,13,16.00%
110,Bhutan,3 2008,47,4,8.50%,12 2007,25,6,24.00%
"""",Panama,5 2009,71,6,8.50%,---,---,---,---
111,Benin,4 2011,83,7,8.40%,---,---,---,---
112,Ghana,12 2008,230,19,8.30%,---,---,---,---
113,Ukraine,9 2007,450,36,8.00%,---,---,---,---
114,Botswana,10 2009,63,5,7.90%,---,---,---,---
115,Algeria,5 2007,389,30,7.70%,12 2009,136,7,5.10%
"""",Kuwait,5 2009,65,5,7.70%,---,---,---,---
116,Gambia,1 2002,53,4,7.50%,---,---,---,---
117,Congo,6 2007,137,10,7.30%,10 2011,72,10,13.90%
118,Kiribati,10 2011,44,3,6.80%,---,---,---,---
"""",Somalia,8 2004,546,37,6.80%,---,---,---,---
119,Saint Kitts and Nevis,1 2010,15,1,6.70%,---,---,---,---
"""",Tuvalu,9 2010,15,1,6.70%,---,---,---,---
120,Georgia,5 2008,138,9,6.50%,---,---,---,---
"""",Maldives,5 2009,77,5,6.50%,---,---,---,---
121,Sri Lanka,4 2010,225,13,5.80%,---,---,---,---
122,United Arab Emirates,9 2011,20,1,5.00%,---,---,---,---
123,Myanmar,11 2010,326,14,4.30%,11 2010,168,6,3.60%
124,Haiti,11 2010,95,4,4.20%,11 2010,30,1,3.30%
125,Samoa,3 2011,49,2,4.10%,---,---,---,---
126,Mongolia,6 2008,76,3,3.90%,---,---,---,---
127,Nigeria,4 2011,352,13,3.70%,4 2011,109,4,3.70%
128,Tonga 3,11 2010,28,1,3.60%,---,---,---,---
129,Lebanon,6 2009,128,4,3.10%,---,---,---,---
130,Comoros,12 2009,33,1,3.00%,---,---,---,---
"""",Marshall Islands,11 2007,33,1,3.00%,---,---,---,---
131,Iran (Islamic Republic of),3 2008,290,8,2.80%,---,---,---,---
132,Vanuatu,9 2008,52,1,1.90%,---,---,---,---
133,Oman,10 2011,84,1,1.20%,10 2011,83,15,18.10%
134,Papua New Guinea,6 2007,109,1,0.90%,---,---,---,---
135,Yemen,4 2003,301,1,0.30%,4 2001,111,2,1.80%
136,Belize,2 2008,32,0,0.00%,3 2008,13,5,38.50%
"""",Micronesia (Federated States of),3 2011,14,0,0.00%,---,---,---,---
"""",Nauru,6 2010,18,0,0.00%,---,---,---,---
"""",Palau,11 2008,16,0,0.00%,11 2008,13,2,15.40%
"""",Qatar,7 2010,35,0,0.00%,---,---,---,---
"""",Saudi Arabia,2 2009,150,0,0.00%,---,---,---,---
"""",Solomon Islands,8 2010,50,0,0.00%,---,---,---,---
?,Argentina,10 2011,257,?,?,10 2011,71,?,?
?,Guatemala,9 2011,158,?,?,---,---,---,---
?,Liberia,10 2011,73,?,?,10 2011,30,?,?
