Rank,Country,Elections,Seats*,Women,% W,Elections.1,Seats*.1,Women.1,% W.1
68,Tajikistan,2 2005,63,11,17.50%,3 2005,34,8,23.50%
"""",Uzbekistan,12 2004,120,21,17.50%,1 2005,100,15,15.00%
69,Mauritius,7 2005,70,12,17.10%,---,---,---,---
70,Bolivia,12 2005,130,22,16.90%,12 2005,27,1,3.70%
71,United States of America,11 2006,435,73,16.80%,11 2006,100,16,16.00%
72,El Salvador,3 2006,84,14,16.70%,---,---,---,---
"""",Gabon,12 2001,120,20,16.70%,2 2003,91,14,15.40%
"""",Panama,5 2004,78,13,16.70%,---,---,---,---
73,Cambodia,7 2008,123,20,16.30%,1 2006,61,9,14.80%
74,Turkmenistan,12 2004,50,8,16.00%,---,---,---,---
75,Kazakhstan,8 2007,107,17,15.90%,10 2008,47,?,?
76,Czech Republic,6 2006,200,31,15.50%,10 2008,81,14,17.30%
77,Burkina Faso,5 2007,111,17,15.30%,---,---,---,---
78,Zambia,9 2006,158,24,15.20%,---,---,---,---
"""",Zimbabwe,3 2008,210,32,15.20%,3 2008,93,23,24.70%
79,Chile,12 2005,120,18,15.00%,12 2005,38,2,5.30%
80,Greece,9 2007,300,44,14.70%,---,---,---,---
81,Cyprus,5 2006,56,8,14.30%,---,---,---,---
82,Israel,3 2006,120,17,14.20%,---,---,---,---
83,Guinea-Bissau,3 2004,100,14,14.00%,---,---,---,---
"""",Russian Federation,12 2007,450,63,14.00%,N.A.,169,8,4.70%
84,Cameroon,7 2007,180,25,13.90%,---,---,---,---
85,Djibouti,2 2008,65,9,13.80%,---,---,---,---
86,Republic of Korea,4 2008,299,41,13.70%,---,---,---,---
87,Grenada,7 2008,15,2,13.30%,8 2008,13,4,30.80%
"""",Ireland,5 2007,166,22,13.30%,7 2007,60,13,21.70%
"""",Jamaica,9 2007,60,8,13.30%,9 2007,21,3,14.30%
"""",Slovenia,9 2008,90,12,13.30%,11 2007,40,1,2.50%
88,Sierra Leone,8 2007,121,16,13.20%,---,---,---,---
89,Malawi,5 2004,193,25,13.00%,---,---,---,---
90,Liberia,10 2005,64,8,12.50%,10 2005,30,5,16.70%
"""",Paraguay,4 2008,80,10,12.50%,4 2008,45,7,15.60%
91,Niger,12 2004,113,14,12.40%,---,---,---,---
"""",Syrian Arab Republic,4 2007,250,31,12.40%,---,---,---,---
92,Swaziland,9 2008,65,8,12.30%,10 2008,30,?,?
93,Bahamas,5 2007,41,5,12.20%,5 2007,15,9,60.00%
94,Uruguay,10 2004,99,12,12.10%,10 2004,31,4,12.90%
95,Guatemala,9 2007,158,19,12.00%,---,---,---,---
"""",Maldives,1 2005,50,6,12.00%,---,---,---,---
96,Bosnia and Herzegovina,10 2006,42,5,11.90%,3 2007,15,2,13.30%
97,San Marino,6 2006,60,7,11.70%,---,---,---,---
"""",Thailand,12 2007,480,56,11.70%,3 2008,150,24,16.00%
98,Indonesia,4 2004,550,64,11.60%,---,---,---,---
99,Azerbaijan,11 2005,123,14,11.40%,---,---,---,---
100,Botswana,10 2004,63,7,11.10%,---,---,---,---
"""",Hungary,4 2006,386,43,11.10%,---,---,---,---
"""",Montenegro,9 2006,81,9,11.10%,---,---,---,---
"""",Saint Lucia,12 2006,18,2,11.10%,1 2007,11,3,27.30%
"""",Togo,10 2007,81,9,11.10%,---,---,---,---
101,Ghana,12 2004,230,25,10.90%,---,---,---,---
102,Benin,3 2003,83,9,10.80%,---,---,---,---
"""",Malaysia,3 2008,222,24,10.80%,N.A.,59,17,28.80%
103,Antigua and Barbuda,3 2004,19,2,10.50%,3 2004,17,4,23.50%
"""",Central African Republic,3 2005,105,11,10.50%,---,---,---,---
"""",Morocco,9 2007,325,34,10.50%,9 2006,270,3,1.10%
104,Mali,7 2007,147,15,10.20%,---,---,---,---
105,Barbados,1 2008,30,3,10.00%,2 2008,21,4,19.00%
106,Kenya,12 2007,224,22,9.80%,---,---,---,---
107,Gambia,1 2002,53,5,9.40%,---,---,---,---
"""",Japan,9 2005,480,45,9.40%,7 2007,242,44,18.20%
"""",Romania,11 2004,330,31,9.40%,11 2004,137,14,10.20%
108,India,4 2004,541,49,9.10%,6 2008,243,23,9.50%
"""",Turkey,7 2007,549,50,9.10%,---,---,---,---
109,Brazil,10 2006,513,46,9.00%,10 2006,81,10,12.30%
110,Cote d'Ivoire,12 2000,203,18,8.90%,---,---,---,---
111,Malta,3 2008,69,6,8.70%,---,---,---,---
112,Bhutan,3 2008,47,4,8.50%,12 2007,25,6,24.00%
113,Armenia,5 2007,131,11,8.40%,---,---,---,---
"""",Colombia,3 2006,166,14,8.40%,3 2006,102,12,11.80%
"""",Democratic Republic of the Congo,7 2006,500,42,8.40%,1 2007,108,5,4.60%
114,Samoa,3 2006,49,4,8.20%,---,---,---,---
"""",Somalia,8 2004,256,21,8.20%,---,---,---,---
"""",Ukraine,9 2007,450,37,8.20%,---,---,---,---
115,Madagascar,9 2007,127,10,7.90%,4 2008,33,5,15.20%
116,Algeria,5 2007,389,30,7.70%,12 2006,136,4,2.90%
"""",Libyan Arab Jamahiriya,3 2006,468,36,7.70%,---,---,---,---
117,Congo,6 2007,137,10,7.30%,8 2008,70,9,12.90%
118,Albania,7 2005,140,10,7.10%,---,---,---,---
119,Nigeria,4 2007,358,25,7.00%,4 2007,109,9,8.30%
120,Saint Kitts and Nevis,10 2004,15,1,6.70%,---,---,---,---
121,Jordan,11 2007,110,7,6.40%,11 2007,55,7,12.70%
122,Equatorial Guinea,5 2008,100,6,6.00%,---,---,---,---
"""",Georgia,5 2008,150,9,6.00%,---,---,---,---
123,Sri Lanka,4 2004,225,13,5.80%,---,---,---,---
124,Chad,4 2002,155,8,5.20%,---,---,---,---
125,Lebanon,5 2005,128,6,4.70%,---,---,---,---
126,Kiribati,8 2007,46,2,4.30%,---,---,---,---
127,Mongolia,6 2008,72,3,4.20%,---,---,---,---
128,Haiti,2 2006,98,4,4.10%,2 2006,18,2,11.10%
129,Vanuatu,9 2008,52,2,3.80%,---,---,---,---
130,Kuwait 2,5 2008,65,2,3.10%,---,---,---,---
"""",Tonga 3,4 2008,32,1,3.10%,---,---,---,---
131,Comoros,4 2004,33,1,3.00%,---,---,---,---
"""",Marshall Islands,11 2007,33,1,3.00%,---,---,---,---
132,Iran (Islamic Republic of),3 2008,286,8,2.80%,---,---,---,---
133,Bahrain,11 2006,40,1,2.50%,12 2006,40,10,25.00%
134,Egypt,11 2005,442,8,1.80%,6 2007,264,18,6.80%
"""",Sao Tome and Principe,3 2006,55,1,1.80%,---,---,---,---
135,Papua New Guinea,6 2007,109,1,0.90%,---,---,---,---
136,Yemen,4 2003,301,1,0.30%,4 2001,111,2,1.80%
137,Belize,2 2008,32,0,0.00%,3 2008,13,5,38.50%
"""",Micronesia (Federated States of),3 2005,14,0,0.00%,---,---,---,---
"""",Nauru,4 2008,18,0,0.00%,---,---,---,---
"""",Oman,10 2007,84,0,0.00%,11 2007,70,14,20.00%
"""",Palau,11 2004,16,0,0.00%,11 2004,9,0,0.00%
"""",Qatar,7 2008,35,0,0.00%,---,---,---,---
"""",Saudi Arabia,4 2005,150,0,0.00%,---,---,---,---
"""",Solomon Islands,4 2006,50,0,0.00%,---,---,---,---
"""",Tuvalu,8 2006,15,0,0.00%,---,---,---,---
