Rank,Country,Elections,Seats*,Women,% W,Elections.1,Seats*.1,Women.1,% W.1
62,Nicaragua,11 2006,92,17,18.50%,---,---,---,---
63,France,6 2007,577,105,18.20%,9 2004,330,60,18.20%
"""",Saint Vincent and the Grenadines,12 2005,22,4,18.20%,---,---,---,---
64,Cape Verde,1 2006,72,13,18.10%,---,---,---,---
"""",Sudan,8 2005,443,80,18.10%,8 2005,50,3,6.00%
65,Equatorial Guinea,4 2004,100,18,18.00%,---,---,---,---
66,Tajikistan,2 2005,63,11,17.50%,3 2005,34,8,23.50%
"""",Uzbekistan,12 2004,120,21,17.50%,1 2005,100,15,15.00%
67,Italy,4 2006,630,109,17.30%,4 2006,322,45,14.00%
"""",Nepal,1 2007,329,57,17.30%,---,---,---,---
68,Mauritius,7 2005,70,12,17.10%,---,---,---,---
69,Bolivia,12 2005,130,22,16.90%,12 2005,27,1,3.70%
70,United States of America,11 2006,435,73,16.80%,11 2006,100,16,16.00%
71,El Salvador,3 2006,84,14,16.70%,---,---,---,---
"""",Gabon,12 2001,120,20,16.70%,2 2003,91,14,15.40%
"""",Panama,5 2004,78,13,16.70%,---,---,---,---
72,Dominica,5 2005,31,5,16.10%,---,---,---,---
73,Turkmenistan,12 2004,50,8,16.00%,---,---,---,---
"""",Zimbabwe,3 2005,150,24,16.00%,11 2005,66,24,36.40%
74,Kazakhstan,8 2007,107,17,15.90%,8 2005,47,2,4.30%
75,Czech Republic,6 2006,200,31,15.50%,10 2006,81,11,13.60%
76,Burkina Faso,5 2007,111,17,15.30%,---,---,---,---
77,Zambia,9 2006,158,24,15.20%,---,---,---,---
78,Angola,9 1992,220,33,15.00%,---,---,---,---
"""",Chile,12 2005,120,18,15.00%,12 2005,38,2,5.30%
79,Greece,9 2007,300,44,14.70%,---,---,---,---
80,Republic of Korea,4 2004,299,43,14.40%,---,---,---,---
81,Cyprus,5 2006,56,8,14.30%,---,---,---,---
82,Israel,3 2006,120,17,14.20%,---,---,---,---
83,Guinea-Bissau,3 2004,100,14,14.00%,---,---,---,---
"""",Russian Federation,12 2007,450,63,14.00%,,169,8,4.70%
84,Cameroon,7 2007,180,25,13.90%,---,---,---,---
85,Djibouti,2 2008,65,9,13.80%,---,---,---,---
86,Ireland,5 2007,166,22,13.30%,7 2007,60,13,21.70%
"""",Jamaica,9 2007,60,8,13.30%,9 2007,21,3,14.30%
87,Sierra Leone,8 2007,121,16,13.20%,---,---,---,---
88,Malawi,5 2004,193,25,13.00%,---,---,---,---
89,Liberia,10 2005,64,8,12.50%,10 2005,30,5,16.70%
90,Niger,12 2004,113,14,12.40%,---,---,---,---
"""",Syrian Arab Republic,4 2007,250,31,12.40%,---,---,---,---
91,Bahamas,5 2007,41,5,12.20%,5 2007,15,9,60.00%
"""",Slovenia,10 2004,90,11,12.20%,12 2002,40,1,2.50%
92,Uruguay,10 2004,99,12,12.10%,10 2004,31,4,12.90%
93,Guatemala,9 2007,158,19,12.00%,---,---,---,---
"""",Maldives,1 2005,50,6,12.00%,---,---,---,---
94,Bosnia and Herzegovina,10 2006,42,5,11.90%,3 2007,15,2,13.30%
95,San Marino,6 2006,60,7,11.70%,---,---,---,---
"""",Thailand,12 2007,480,56,11.70%,,242,21,8.70%
96,Indonesia,4 2004,550,64,11.60%,---,---,---,---
97,Azerbaijan,11 2005,123,14,11.40%,---,---,---,---
98,Botswana,10 2004,63,7,11.10%,---,---,---,---
"""",Hungary,4 2006,386,43,11.10%,---,---,---,---
"""",Montenegro,9 2006,81,9,11.10%,---,---,---,---
"""",Saint Lucia,12 2006,18,2,11.10%,1 2007,11,3,27.30%
"""",Togo,10 2007,81,9,11.10%,---,---,---,---
99,Ghana,12 2004,230,25,10.90%,---,---,---,---
100,Benin,3 2003,83,9,10.80%,---,---,---,---
"""",Swaziland,10 2003,65,7,10.80%,10 2003,30,11,36.70%
101,Antigua and Barbuda,3 2004,19,2,10.50%,3 2004,17,4,23.50%
"""",Central African Republic,3 2005,105,11,10.50%,---,---,---,---
"""",Morocco,9 2007,325,34,10.50%,9 2006,270,3,1.10%
102,Mali,7 2007,147,15,10.20%,---,---,---,---
103,Barbados,1 2008,30,3,10.00%,2 2008,21,4,19.00%
"""",Malaysia,3 2004,219,22,10.00%,3 2004,65,18,27.70%
"""",Paraguay,4 2003,80,8,10.00%,4 2003,45,6,13.30%
104,Gambia,1 2002,53,5,9.40%,---,---,---,---
"""",Georgia,3 2004,235,22,9.40%,---,---,---,---
"""",Japan,9 2005,480,45,9.40%,7 2007,242,44,18.20%
"""",Romania,11 2004,330,31,9.40%,11 2004,137,14,10.20%
105,Armenia,5 2007,131,12,9.20%,---,---,---,---
"""",Malta,4 2003,65,6,9.20%,---,---,---,---
106,India,4 2004,541,49,9.10%,7 2006,243,24,9.90%
"""",Turkey,7 2007,549,50,9.10%,---,---,---,---
107,Brazil,10 2006,513,46,9.00%,10 2006,81,10,12.30%
108,Cote d'Ivoire,12 2000,203,18,8.90%,---,---,---,---
109,Colombia,3 2006,166,14,8.40%,3 2006,102,12,11.80%
"""",Democratic Republic of the Congo,7 2006,500,42,8.40%,1 2007,108,5,4.60%
110,Samoa,3 2006,49,4,8.20%,---,---,---,---
"""",Somalia,8 2004,256,21,8.20%,---,---,---,---
"""",Ukraine,9 2007,450,37,8.20%,---,---,---,---
111,Madagascar,9 2007,127,10,7.90%,3 2001,90,10,11.10%
112,Algeria,5 2007,389,30,7.70%,12 2006,136,4,2.90%
"""",Libyan Arab Jamahiriya,3 2006,468,36,7.70%,---,---,---,---
113,Congo,6 2007,137,10,7.30%,10 2005,60,8,13.30%
114,Kenya 2,12 2007,207,15,7.20%,---,---,---,---
115,Albania,7 2005,140,10,7.10%,---,---,---,---
116,Nigeria,4 2007,358,25,7.00%,4 2007,109,9,8.30%
117,Saint Kitts and Nevis,10 2004,15,1,6.70%,---,---,---,---
118,Mongolia,6 2004,76,5,6.60%,---,---,---,---
119,Jordan,11 2007,110,7,6.40%,11 2007,55,7,12.70%
120,Sri Lanka,4 2004,225,13,5.80%,---,---,---,---
121,Chad,4 2002,155,8,5.20%,---,---,---,---
122,Lebanon,5 2005,128,6,4.70%,---,---,---,---
123,Kiribati,8 2007,46,2,4.30%,---,---,---,---
124,Haiti,2 2006,98,4,4.10%,2 2006,30,4,13.30%
"""",Iran (Islamic Republic of),2 2004,290,12,4.10%,---,---,---,---
125,Vanuatu,7 2004,52,2,3.80%,---,---,---,---
126,Tonga,3 2005,30,1,3.30%,---,---,---,---
127,Comoros,4 2004,33,1,3.00%,---,---,---,---
"""",Marshall Islands,11 2007,33,1,3.00%,---,---,---,---
128,Bhutan,5 2006,150,4,2.70%,12 2007,20,4,20.00%
129,Bahrain,11 2006,40,1,2.50%,12 2006,40,10,25.00%
130,Egypt,11 2005,442,8,1.80%,6 2007,264,18,6.80%
"""",Sao Tome and Principe,3 2006,55,1,1.80%,---,---,---,---
131,Kuwait,6 2006,65,1,1.50%,---,---,---,---
132,Papua New Guinea,6 2007,109,1,0.90%,---,---,---,---
133,Yemen,4 2003,301,1,0.30%,4 2001,111,2,1.80%
134,Belize,2 2008,32,0,0.00%,3 2003,12,3,25.00%
"""",Micronesia (Federated States of),3 2005,14,0,0.00%,---,---,---,---
"""",Nauru,8 2007,18,0,0.00%,---,---,---,---
"""",Oman,10 2007,84,0,0.00%,11 2007,70,14,20.00%
"""",Palau,11 2004,16,0,0.00%,11 2004,9,0,0.00%
"""",Qatar,6 2006,35,0,0.00%,---,---,---,---
"""",Saudi Arabia,4 2005,150,0,0.00%,---,---,---,---
"""",Solomon Islands,4 2006,50,0,0.00%,---,---,---,---
"""",Tuvalu,8 2006,15,0,0.00%,---,---,---,---
