Source: Inter-Parliamentary Union Open Data,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
46,Albania,04.2021,140,47,33.6,-,-,-,-
“,Armenia,06.2021,107,36,33.6,-,-,-,-
48,Monaco,02.2018,24,8,33.3,-,-,-,-
“,San Marino,12.2019,60,20,33.3,-,-,-,-
50,Uganda,01.2021,529,174,32.9,-,-,-,-
51,Nepal,11.2017,275,90,32.7,01.2020,58,22,37.9
“,Uzbekistan,12.2019,147,48,32.7,01.2020,100,23,23
53,Zimbabwe,07.2018,270,86,31.9,07.2018,80,35,43.8
54,Germany,09.2017,709,223,31.5,-,69,23,33.3
55,Suriname,05.2020,51,16,31.4,-,-,-,-
56,Australia,05.2019,151,47,31.1,05.2019,76,39,51.3
“,Croatia,07.2020,151,47,31.1,-,-,-,-
58,Viet Nam,05.2021,499,151,30.3,-,-,-,-
59,Singapore,07.2020,104,31,29.8,-,-,-,-
60,Angola,08.2017,220,65,29.6,-,-,-,-
“,Canada,10.2019,338,100,29.6,-,95,47,49.5
62,Latvia,10.2018,100,29,29,-,-,-,-
63,Jamaica,09.2020,63,18,28.6,09.2020,21,8,38.1
64,Israel,03.2021,120,34,28.3,-,-,-,-
“,Poland,10.2019,459,130,28.3,10.2019,100,24,24
66,Liechtenstein,02.2021,25,7,28,-,-,-,-
“,Philippines,05.2019,304,85,28,05.2019,24,7,29.2
68,Dominican Republic,07.2020,190,53,27.9,07.2020,32,4,12.5
69,Egypt,10.2020,592,164,27.7,08.2020,300,40,13.3
“,Lithuania,10.2020,141,39,27.7,-,-,-,-
71,United States of America,11.2020,432,119,27.6,11.2020,100,24,24
72,El Salvador,02.2021,84,23,27.4,-,-,-,-
73,Mali,12.2020,121,33,27.3,-,-,-,-
74,Kazakhstan,01.2021,107,29,27.1,08.2020,48,9,18.8
75,Afghanistan,10.2018,248,67,27,01.2015,68,19,27.9
76,Slovenia,06.2018,90,24,26.7,11.2017,40,4,10
77,Iraq,05.2018,329,87,26.4,-,-,-,-
78,Tunisia,10.2019,217,57,26.3,-,-,-,-
79,Bosnia and Herzegovina,10.2018,42,11,26.2,02.2019,15,3,20
“,Djibouti,02.2018,65,17,26.2,-,-,-,-
“,Trinidad and Tobago,08.2020,42,11,26.2,08.2020,32,13,40.6
82,Niger,12.2020,166,43,25.9,-,-,-,-
83,Estonia,03.2019,101,26,25.7,-,-,-,-
84,Saint Kitts and Nevis,06.2020,16,4,25,-,-,-,-
“,Turkmenistan,03.2018,124,31,25,03.2021,56,14,25
86,China,03.2018,2975,742,24.9,-,-,-,-
87,Montenegro,08.2020,81,20,24.7,-,-,-,-
88,Bulgaria,07.2021,240,59,24.6,-,-,-,-
89,Somalia,10.2016,275,67,24.4,07.2021,29,7,24.1
90,Uruguay,10.2019,99,24,24.2,10.2019,31,10,32.3
91,Tajikistan,03.2020,63,15,23.8,03.2020,31,7,22.6
92,Sao Tome and Principe,10.2018,55,13,23.6,-,-,-,-
93,Lesotho,06.2017,120,28,23.3,07.2017,33,7,21.2
94,Czech Republic,10.2017,200,46,23,10.2020,81,12,14.8
“,Equatorial Guinea,11.2017,100,23,23,11.2017,72,12,16.7
96,Malawi,05.2019,192,44,22.9,-,-,-,-
“,Seychelles,10.2020,35,8,22.9,-,-,-,-
98,Slovakia,02.2020,150,34,22.7,-,-,-,-
99,Chile,11.2017,155,35,22.6,11.2017,43,12,27.9
100,Ireland,02.2020,160,36,22.5,03.2020,60,24,40
“,Panama,05.2019,71,16,22.5,-,-,-,-
102,Venezuela (Bolivarian Republic of),12.2015,167,37,22.2,-,-,-,-
103,Lao People's Democratic Republic,02.2021,164,36,22,-,-,-,-
104,Greece,07.2019,300,65,21.7,-,-,-,-
105,Cambodia,07.2018,125,27,21.6,02.2018,62,10,16.1
“,Fiji,11.2018,51,11,21.6,-,-,-,-
“,Kenya,08.2017,347,75,21.6,08.2017,66,21,31.8
108,Honduras,11.2017,128,27,21.1,-,-,-,-
109,Indonesia,04.2019,575,121,21,-,-,-,-
110,Bangladesh,12.2018,350,73,20.9,-,-,-,-
111,Ukraine,07.2019,423,88,20.8,-,-,-,-
112,Morocco,10.2016,395,81,20.5,10.2015,120,14,11.7
113,Mauritania,09.2018,153,31,20.3,-,-,-,-
114,Pakistan,07.2018,342,69,20.2,03.2021,100,19,19
115,Barbados,05.2018,30,6,20,06.2018,21,9,42.9
“,Mauritius,11.2019,70,14,20,-,-,-,-
117,Saudi Arabia,10.2020,151,30,19.9,-,-,-,-
118,Guatemala,06.2019,160,31,19.4,-,-,-,-
119,Georgia,10.2020,150,29,19.3,-,-,-,-
120,Republic of Korea,04.2020,300,57,19,-,-,-,-
121,Colombia,03.2018,170,32,18.8,03.2018,105,22,21
122,Togo,12.2018,91,17,18.7,-,-,-,-
123,Romania,12.2020,329,61,18.5,12.2020,136,25,18.4
124,Azerbaijan,02.2020,121,22,18.2,-,-,-,-
“,Saint Vincent and the Grenadines,11.2020,22,4,18.2,-,-,-,-
126,Madagascar,05.2019,151,27,17.9,12.2020,18,2,11.1
127,Democratic People's Republic of Korea,03.2019,687,121,17.6,-,-,-,-
128,Mongolia,06.2020,75,13,17.3,-,-,-,-
“,Türkiye,06.2018,600,104,17.3,-,-,-,-
130,Kyrgyzstan,10.2020,117,20,17.1,-,-,-,-
131,Bhutan,10.2018,47,8,17,04.2018,25,4,16
132,Comoros,01.2020,24,4,16.7,-,-,-,-
“,Guinea,03.2020,114,19,16.7,-,-,-,-
134,Paraguay,04.2018,80,13,16.3,04.2018,45,8,17.8
135,Gabon,10.2018,142,23,16.2,01.2021,67,16,23.9
136,Libya,06.2014,188,30,16,-,-,-,-
137,Russian Federation,09.2016,450,71,15.8,-,170,29,17.1
“,Thailand,03.2019,489,77,15.8,05.2019,250,26,10.4
139,Chad,02.2011,156,24,15.4,-,-,-,-
140,Myanmar,11.2020,425,65,15.3,11.2020,216,31,14.4
141,Brazil,10.2018,513,78,15.2,10.2018,81,10,12.4
142,Bahrain,11.2018,40,6,15,12.2018,40,9,22.5
143,Malaysia,05.2018,222,33,14.9,-,66,9,13.6
144,Ghana,12.2020,275,40,14.6,-,-,-,-
145,India,04.2019,540,78,14.4,06.2020,241,27,11.2
146,Cyprus,05.2021,56,8,14.3,-,-,-,-
“,Côte d'Ivoire,03.2021,252,36,14.3,03.2018,99,19,19.2
148,Guinea-Bissau,03.2019,102,14,13.7,-,-,-,-
149,Malta,06.2017,67,9,13.4,-,-,-,-
150,Central African Republic,12.2020,140,18,12.9,-,-,-,-
“,Zambia,08.2021,155,20,12.9,-,-,-,-
152,Bahamas,05.2017,39,5,12.8,05.2017,16,7,43.8
“,Democratic Republic of the Congo,12.2018,500,64,12.8,03.2019,109,23,21.1
154,Belize,11.2020,32,4,12.5,12.2020,14,5,35.7
155,Sierra Leone,03.2018,146,18,12.3,-,-,-,-
156,Hungary,04.2018,199,24,12.1,-,-,-,-
157,Jordan,11.2020,130,15,11.5,09.2020,65,8,12.3
158,Congo,07.2017,151,17,11.3,08.2017,69,13,18.8
159,Syrian Arab Republic,07.2020,250,28,11.2,-,-,-,-
160,Antigua and Barbuda,03.2018,18,2,11.1,03.2018,17,9,52.9
“,Saint Lucia,07.2021,18,2,11.1,08.2021,11,5,45.5
162,Liberia,10.2017,73,8,11,12.2020,30,2,6.7
163,Botswana,10.2019,65,7,10.8,-,-,-,-
164,Nauru,08.2019,19,2,10.5,-,-,-,-
165,Japan,10.2017,464,46,9.9,07.2019,244,56,23
166,Qatar,06.2016,41,4,9.800000000000001,-,-,-,-
167,Eswatini,09.2018,73,7,9.6,10.2018,30,12,40
168,Brunei Darussalam,01.2017,33,3,9.1,-,-,-,-
“,Samoa,04.2021,44,4,9.1,-,-,-,-
170,Gambia (The),04.2017,58,5,8.6,-,-,-,-
171,Benin,04.2019,83,7,8.4,-,-,-,-
172,Algeria,06.2021,407,33,8.1,12.2018,141,8,5.7
173,Solomon Islands,04.2019,50,4,8,-,-,-,-
174,Tonga,11.2017,27,2,7.4,-,-,-,-
175,Kiribati,04.2020,45,3,6.7,-,-,-,-
176,Burkina Faso,11.2020,127,8,6.3,-,-,-,-
“,Palau,11.2020,16,1,6.3,11.2020,13,1,7.7
“,Tuvalu,09.2019,16,1,6.3,-,-,-,-
179,Marshall Islands,11.2019,33,2,6.1,-,-,-,-
180,Iran (Islamic Republic of),02.2020,286,16,5.6,-,-,-,-
181,Sri Lanka,08.2020,223,12,5.4,-,-,-,-
182,Lebanon,05.2018,128,6,4.7,-,-,-,-
183,Maldives,04.2019,87,4,4.6,-,-,-,-
184,Nigeria,02.2019,360,13,3.6,02.2019,109,8,7.3
185,Oman,10.2019,86,2,2.3,11.2019,86,15,17.4
186,Kuwait,12.2020,65,1,1.5,-,-,-,-
187,Micronesia (Federated States of),03.2021,14,0,0,-,-,-,-
“,Papua New Guinea,06.2017,111,0,0,-,-,-,-
“,Vanuatu,03.2020,52,0,0,-,-,-,-
“,Yemen,04.2003,250,0,0,04.2001,111,3,2.7
,Eritrea,02.1994,-,-,-,-,-,-,-
,Haiti,08.2015,-,-,-,11.2016,10,0,0
Suspended,Sudan,-,-,-,-,-,-,-,-
