Rank,Country,Lower or single House,Lower or single House.1,Lower or single House.2,Lower or single House.3,Upper House or Senate,Upper House or Senate.1,Upper House or Senate.2,Upper House or Senate.3
43,Philippines,5 2013,289,79,27.3%,5 2013,24,6,25.0%
44,Lesotho,5 2012,120,32,26.7%,6 2012,33,9,27.3%
45,Belarus,9 2012,109,29,26.6%,8 2012,57,20,35.1%
46,South Sudan,8 2011,332,88,26.5%,8 2011,50,5,10.0%
47,Turkmenistan,12 2013,125,33,26.4%,---,---,---,---
48,El Salvador,3 2012,84,22,26.2%,---,---,---,---
"""",France,6 2012,577,151,26.2%,9 2011,347,78,22.5%
49,Australia,9 2013,150,39,26.0%,9 2013,75,31,41.3%
50,Honduras,11 2013,128,33,25.8%,---,---,---,---
51,Namibia,11 2009,78,20,25.6%,11 2010,26,7,26.9%
52,Bolivia,12 2009,130,33,25.4%,12 2009,36,17,47.2%
53,Singapore,5 2011,99,25,25.3%,---,---,---,---
54,Iraq,3 2010,325,82,25.2%,---,---,---,---
"""",Kazakhstan,1 2012,115,29,25.2%,8 2011,47,3,6.4%
"""",Mauritania,11 2013,147,37,25.2%,11 2009,56,8,14.3%
55,Canada,5 2011,307,77,25.1%,N.A.,96,38,39.6%
56,Lao People's Democratic Republic,4 2011,132,33,25.0%,---,---,---,---
"""",Latvia,9 2011,100,25,25.0%,---,---,---,---
57,Bulgaria,5 2013,240,59,24.6%,---,---,---,---
58,Poland,10 2011,460,112,24.3%,10 2011,100,13,13.0%
"""",Sudan,4 2010,354,86,24.3%,5 2010,29,5,17.2%
"""",Viet Nam,5 2011,498,121,24.3%,---,---,---,---
59,Lithuania,10 2012,141,34,24.1%,---,---,---,---
60,Equatorial Guinea,5 2013,100,24,24.0%,5 2013,75,8,10.7%
61,Croatia,12 2011,151,36,23.8%,---,---,---,---
62,China,3 2013,2987,699,23.4%,---,---,---,---
63,Kyrgyzstan,10 2010,120,28,23.3%,---,---,---,---
64,Madagascar,12 2013,147,34,23.1%,---,---,---,---
65,United Kingdom,5 2010,650,147,22.6%,N.A.,779,182,23.4%
66,Israel,1 2013,120,27,22.5%,---,---,---,---
67,Malawi,5 2009,193,43,22.3%,---,---,---,---
"""",Peru,4 2011,130,29,22.3%,---,---,---,---
68,Eritrea,2 1994,150,33,22.0%,---,---,---,---
"""",Uzbekistan,12 2009,150,33,22.0%,1 2010,100,15,15.0%
69,Guinea,9 2013,114,25,21.9%,---,---,---,---
70,Bosnia and Herzegovina,10 2010,42,9,21.4%,6 2011,15,2,13.3%
71,Greece,6 2012,300,63,21.0%,---,---,---,---
72,Cabo Verde,2 2011,72,15,20.8%,---,---,---,---
"""",Dominican Republic,5 2010,183,38,20.8%,5 2010,32,3,9.4%
"""",Monaco,2 2013,24,5,20.8%,---,---,---,---
73,Pakistan,5 2013,323,67,20.7%,3 2012,104,17,16.3%
74,Cambodia,7 2013,123,25,20.3%,1 2012,61,9,14.8%
75,Albania,6 2013,140,28,20.0%,---,---,---,---
"""",Liechtenstein,2 2013,25,5,20.0%,---,---,---,---
76,Saudi Arabia,1 2013,151,30,19.9%,---,---,---,---
77,Czech Republic,10 2013,200,39,19.5%,10 2012,81,14,17.3%
78,Kenya,3 2013,350,67,19.1%,3 2013,68,18,26.5%
79,Estonia,3 2011,100,19,19.0%,---,---,---,---
80,Burkina Faso,12 2012,127,24,18.9%,---,---,---,---
81,Mauritius,5 2010,69,13,18.8%,---,---,---,---
"""",Republic of Moldova,11 2010,101,19,18.8%,---,---,---,---
82,Slovakia,3 2012,150,28,18.7%,---,---,---,---
83,Indonesia,4 2009,560,104,18.6%,---,---,---,---
84,San Marino,11 2012,60,11,18.3%,---,---,---,---
"""",United States of America,11 2012,432,79,18.3%,11 2012,100,20,20.0%
85,Sao Tome and Principe,8 2010,55,10,18.2%,---,---,---,---
86,United Arab Emirates,9 2011,40,7,17.5%,---,---,---,---
87,Morocco,11 2011,395,67,17.0%,10 2009,270,6,2.2%
"""",Venezuela,9 2010,165,28,17.0%,---,---,---,---
88,Barbados,2 2013,30,5,16.7%,3 2013,21,6,28.6%
"""",Saint Lucia,11 2011,18,3,16.7%,1 2012,11,2,18.2%
89,Libya,7 2012,200,33,16.5%,---,---,---,---
"""",Togo,7 2013,91,15,16.5%,---,---,---,---
90,Tajikistan,2 2010,63,10,15.9%,3 2010,34,4,11.8%
91,Chile,11 2013,120,19,15.8%,11 2013,38,7,18.4%
"""",Thailand,7 2011,500,79,15.8%,4 2011,149,23,15.4%
92,Ireland,2 2011,166,26,15.7%,4 2011,60,19,31.7%
"""",Republic of Korea,4 2012,300,47,15.7%,---,---,---,---
93,Azerbaijan,11 2010,122,19,15.6%,---,---,---,---
"""",Democratic People's Republic of Korea,3 2009,687,107,15.6%,---,---,---,---
94,Gabon,12 2011,120,18,15.0%,1 2009,102,17,16.7%
"""",Paraguay,4 2013,80,12,15.0%,4 2013,45,9,20.0%
95,Chad,2 2011,188,28,14.9%,---,---,---,---
"""",Mongolia,6 2012,74,11,14.9%,---,---,---,---
96,Montenegro,10 2012,81,12,14.8%,---,---,---,---
97,Turkey,6 2011,548,79,14.4%,---,---,---,---
98,Malta,3 2013,70,10,14.3%,---,---,---,---
99,Somalia,8 2012,275,38,13.8%,---,---,---,---
100,Russian Federation,12 2011,450,61,13.6%,N.A.,163,13,8.0%
101,Romania,12 2012,407,55,13.5%,12 2012,176,13,7.4%
102,Guatemala,9 2011,158,21,13.3%,---,---,---,---
"""",Niger,1 2011,113,15,13.3%,---,---,---,---
103,Bahamas,5 2012,38,5,13.2%,5 2012,16,4,25.0%
104,Uruguay,10 2009,99,13,13.1%,10 2009,31,2,6.5%
105,Saint Vincent and the Grenadines,12 2010,23,3,13.0%,---,---,---,---
106,Dominica,12 2009,31,4,12.9%,---,---,---,---
107,Djibouti,2 2013,55,7,12.7%,---,---,---,---
"""",Jamaica,12 2011,63,8,12.7%,9 2007,21,6,28.6%
108,Cyprus,5 2011,56,7,12.5%,---,---,---,---
109,Colombia,3 2010,165,20,12.1%,3 2010,100,16,16.0%
"""",Sierra Leone,11 2012,124,15,12.1%,---,---,---,---
110,Georgia,10 2012,150,18,12.0%,---,---,---,---
"""",Jordan,1 2013,150,18,12.0%,10 2013,75,9,12.0%
"""",Syrian Arab Republic,5 2012,250,30,12.0%,---,---,---,---
111,Suriname,5 2010,51,6,11.8%,---,---,---,---
112,India,4 2009,545,62,11.4%,1 2012,245,28,11.4%
113,Guinea-Bissau,11 2008,100,11,11.0%,---,---,---,---
"""",Liberia,10 2011,73,8,11.0%,10 2011,30,4,13.3%
114,Ghana,12 2012,275,30,10.9%,---,---,---,---
115,Zambia,9 2011,158,17,10.8%,---,---,---,---
116,Armenia,5 2012,131,14,10.7%,---,---,---,---
117,Democratic Republic of the Congo,11 2011,498,53,10.6%,1 2007,108,6,5.6%
118,Antigua and Barbuda,3 2009,19,2,10.5%,4 2009,17,5,29.4%
119,Malaysia,5 2013,222,23,10.4%,N.A.,59,16,27.1%
120,Bahrain,10 2010,40,4,10.0%,11 2010,40,11,27.5%
121,Ukraine,10 2012,442,43,9.7%,---,---,---,---
122,Botswana,10 2009,63,6,9.5%,---,---,---,---
"""",Mali,11 2013,147,14,9.5%,---,---,---,---
123,Cote d'Ivoire,12 2011,254,24,9.4%,---,---,---,---
"""",Gambia,3 2012,53,5,9.4%,---,---,---,---
"""",Hungary,4 2010,384,36,9.4%,---,---,---,---
124,Kiribati,10 2011,46,4,8.7%,---,---,---,---
125,Brazil,10 2010,513,44,8.6%,10 2010,81,13,16.0%
126,Bhutan,7 2013,47,4,8.5%,4 2013,25,2,8.0%
"""",Panama,5 2009,71,6,8.5%,---,---,---,---
127,Benin,4 2011,83,7,8.4%,---,---,---,---
128,Japan,12 2012,480,39,8.1%,7 2013,242,39,16.1%
129,Congo,7 2012,136,10,7.4%,10 2011,72,10,13.9%
130,Maldives,5 2009,74,5,6.8%,---,---,---,---
131,Nigeria,4 2011,360,24,6.7%,4 2011,109,7,6.4%
"""",Saint Kitts and Nevis,1 2010,15,1,6.7%,---,---,---,---
"""",Tuvalu,9 2010,15,1,6.7%,---,---,---,---
132,Bangladesh,1 2014,297,19,6.4%,---,---,---,---
133,Swaziland,9 2013,65,4,6.2%,10 2013,30,10,33.3%
134,Sri Lanka,4 2010,225,13,5.8%,---,---,---,---
135,Myanmar,11 2010,429,24,5.6%,11 2010,224,4,1.8%
136,Nauru,6 2013,19,1,5.3%,---,---,---,---
137,Kuwait,7 2013,65,3,4.6%,---,---,---,---
138,Haiti,11 2010,95,4,4.2%,11 2010,20,0,0.0%
139,Samoa,3 2011,49,2,4.1%,---,---,---,---
140,Tonga,11 2010,28,1,3.6%,---,---,---,---
141,Belize,3 2012,32,1,3.1%,3 2012,13,5,38.5%
"""",Iran (Islamic Republic of),5 2012,290,9,3.1%,---,---,---,---
"""",Lebanon,6 2009,128,4,3.1%,---,---,---,---
142,Comoros,12 2009,33,1,3.0%,---,---,---,---
"""",Marshall Islands,11 2011,33,1,3.0%,---,---,---,---
143,Papua New Guinea,6 2012,111,3,2.7%,---,---,---,---
144,Solomon Islands,8 2010,50,1,2.0%,---,---,---,---
145,Oman,10 2011,84,1,1.2%,10 2011,83,15,18.1%
146,Yemen,4 2003,301,1,0.3%,4 2001,111,2,1.8%
147,Micronesia (Federated States of),3 2013,14,0,0.0%,---,---,---,---
"""",Palau,11 2012,16,0,0.0%,11 2012,13,3,23.1%
"""",Qatar,7 2013,35,0,0.0%,---,---,---,---
"""",Vanuatu,10 2012,52,0,0.0%,---,---,---,---
