Rank,Country,Elections,Seats*,Women,% W,Elections.1,Seats*.1,Women.1,% W.1
"""",Tajikistan,2 2005,63,11,17.5%,3 2005,34,8,23.5%
"""",Uzbekistan,12 2004,120,21,17.5%,1 2005,100,15,15.0%
68,Mauritius,7 2005,70,12,17.1%,---,---,---,---
69,Bolivia,12 2005,130,22,16.9%,12 2005,27,1,3.7%
70,Turkmenistan,12 2008,125,21,16.8%,---,---,---,---
"""",United States of America 2,11 2008,435,73,16.8%,11 2008,98,15,15.3%
71,Gabon,1 2009,120,20,16.7%,1 2009,102,18,17.6%
72,Albania,6 2009,140,23,16.4%,---,---,---,---
73,Cambodia,7 2008,123,20,16.3%,1 2006,61,9,14.8%
74,Kazakhstan,8 2007,107,17,15.9%,10 2008,47,2,4.3%
75,Democratic People's Republic of Korea,3 2009,687,107,15.6%,---,---,---,---
76,Czech Republic,6 2006,200,31,15.5%,10 2008,81,14,17.3%
77,Burkina Faso,5 2007,111,17,15.3%,---,---,---,---
78,Zambia,9 2006,158,24,15.2%,---,---,---,---
"""",Zimbabwe,3 2008,210,32,15.2%,3 2008,93,23,24.7%
79,Chile,12 2005,120,18,15.0%,12 2005,38,2,5.3%
"""",San Marino,11 2008,60,9,15.0%,---,---,---,---
80,Greece,9 2007,300,44,14.7%,---,---,---,---
81,Cyprus,5 2006,56,8,14.3%,---,---,---,---
82,Russian Federation,12 2007,450,63,14.0%,N.A.,169,8,4.7%
83,Cameroon,7 2007,180,25,13.9%,---,---,---,---
84,Djibouti,2 2008,65,9,13.8%,---,---,---,---
85,Republic of Korea,4 2008,299,41,13.7%,---,---,---,---
86,Swaziland,9 2008,66,9,13.6%,10 2008,30,12,40.0%
87,Grenada,7 2008,15,2,13.3%,8 2008,13,4,30.8%
"""",Ireland,5 2007,166,22,13.3%,7 2007,60,13,21.7%
"""",Jamaica,9 2007,60,8,13.3%,9 2007,21,3,14.3%
"""",Slovenia,9 2008,90,12,13.3%,11 2007,40,1,2.5%
88,Sierra Leone,8 2007,121,16,13.2%,---,---,---,---
89,Liberia,10 2005,64,8,12.5%,10 2005,30,5,16.7%
"""",Paraguay,4 2008,80,10,12.5%,4 2008,45,7,15.6%
90,Niger,12 2004,113,14,12.4%,---,---,---,---
"""",Syrian Arab Republic,4 2007,250,31,12.4%,---,---,---,---
91,Bahamas,5 2007,41,5,12.2%,5 2007,15,9,60.0%
92,Uruguay,10 2004,99,12,12.1%,10 2004,31,4,12.9%
93,Guatemala,9 2007,158,19,12.0%,---,---,---,---
94,Bosnia and Herzegovina,10 2006,42,5,11.9%,3 2007,15,2,13.3%
95,Thailand,12 2007,480,56,11.7%,3 2008,150,24,16.0%
96,Azerbaijan,11 2005,123,14,11.4%,---,---,---,---
"""",Romania,11 2008,334,38,11.4%,11 2008,137,8,5.8%
97,Japan,8 2009,480,54,11.3%,7 2007,242,44,18.2%
98,Botswana,10 2004,63,7,11.1%,---,---,---,---
"""",Hungary,4 2006,386,43,11.1%,---,---,---,---
"""",Saint Lucia,12 2006,18,2,11.1%,1 2007,11,4,36.4%
"""",Togo,10 2007,81,9,11.1%,---,---,---,---
99,Benin,3 2003,83,9,10.8%,---,---,---,---
"""",Malaysia,3 2008,222,24,10.8%,N.A.,64,20,31.3%
100,India,4 2009,543,58,10.7%,7 2008,243,23,9.5%
101,Antigua and Barbuda,3 2009,19,2,10.5%,4 2009,17,5,29.4%
"""",Central African Republic,3 2005,105,11,10.5%,---,---,---,---
"""",Morocco,9 2007,325,34,10.5%,9 2006,270,3,1.1%
102,Mali,7 2007,147,15,10.2%,---,---,---,---
103,Barbados,1 2008,30,3,10.0%,2 2008,21,4,19.0%
"""",Equatorial Guinea,5 2008,100,10,10.0%,---,---,---,---
"""",Guinea-Bissau,11 2008,100,10,10.0%,---,---,---,---
104,Kenya,12 2007,224,22,9.8%,---,---,---,---
105,Gambia,1 2002,53,5,9.4%,---,---,---,---
106,Turkey,7 2007,549,50,9.1%,---,---,---,---
107,Brazil,10 2006,513,46,9.0%,10 2006,81,10,12.3%
108,Cote d'Ivoire,12 2000,203,18,8.9%,---,---,---,---
109,Malta,3 2008,69,6,8.7%,---,---,---,---
110,Bhutan,3 2008,47,4,8.5%,12 2007,25,6,24.0%
"""",Panama,5 2009,71,6,8.5%,---,---,---,---
111,Armenia,5 2007,131,11,8.4%,---,---,---,---
"""",Colombia,3 2006,166,14,8.4%,3 2006,102,12,11.8%
"""",Democratic Republic of the Congo,7 2006,500,42,8.4%,1 2007,108,5,4.6%
112,Ghana,12 2008,229,19,8.3%,---,---,---,---
113,Samoa,3 2006,49,4,8.2%,---,---,---,---
"""",Ukraine,9 2007,450,37,8.2%,---,---,---,---
114,Algeria,5 2007,389,30,7.7%,12 2006,136,4,2.9%
"""",Kuwait,5 2008,65,5,7.7%,---,---,---,---
"""",Libyan Arab Jamahiriya,3 2009,468,36,7.7%,---,---,---,---
115,Congo,6 2007,137,10,7.3%,8 2008,70,9,12.9%
"""",Sao Tome and Principe,3 2006,55,4,7.3%,---,---,---,---
116,Nigeria,4 2007,358,25,7.0%,4 2007,109,9,8.3%
117,Saint Kitts and Nevis,10 2004,15,1,6.7%,---,---,---,---
118,Maldives,5 2009,77,5,6.5%,---,---,---,---
119,Jordan,11 2007,110,7,6.4%,11 2007,55,7,12.7%
120,Montenegro,3 2009,81,5,6.2%,---,---,---,---
121,Somalia,8 2004,539,33,6.1%,---,---,---,---
122,Sri Lanka,4 2004,225,13,5.8%,---,---,---,---
123,Chad,4 2002,155,8,5.2%,---,---,---,---
124,Georgia,5 2008,137,7,5.1%,---,---,---,---
125,Kiribati,8 2007,46,2,4.3%,---,---,---,---
126,Haiti,2 2006,98,4,4.1%,4 2009,29,2,6.9%
127,Mongolia,6 2008,75,3,4.0%,---,---,---,---
128,Vanuatu,9 2008,52,2,3.8%,---,---,---,---
129,Lebanon,6 2009,128,4,3.1%,---,---,---,---
"""",Tonga 3,4 2008,32,1,3.1%,---,---,---,---
130,Comoros,4 2004,33,1,3.0%,---,---,---,---
"""",Marshall Islands,11 2007,33,1,3.0%,---,---,---,---
131,Iran (Islamic Republic of),3 2008,290,8,2.8%,---,---,---,---
132,Bahrain,11 2006,40,1,2.5%,12 2006,40,10,25.0%
133,Egypt,11 2005,442,8,1.8%,6 2007,264,18,6.8%
134,Papua New Guinea,6 2007,109,1,0.9%,---,---,---,---
135,Yemen,4 2003,301,1,0.3%,4 2001,111,2,1.8%
136,Belize,2 2008,32,0,0.0%,3 2008,13,5,38.5%
"""",Micronesia (Federated States of),3 2009,14,0,0.0%,---,---,---,---
"""",Nauru,4 2008,18,0,0.0%,---,---,---,---
"""",Oman,10 2007,84,0,0.0%,11 2007,70,14,20.0%
"""",Palau,11 2008,16,0,0.0%,11 2008,13,2,15.4%
"""",Qatar,7 2008,35,0,0.0%,---,---,---,---
"""",Saudi Arabia,2 2009,150,0,0.0%,---,---,---,---
"""",Solomon Islands,4 2006,50,0,0.0%,---,---,---,---
"""",Tuvalu,8 2006,15,0,0.0%,---,---,---,---
,Norway,9 2009,169,?,?,---,---,---,---
,Portugal,9 2009,230,?,?,---,---,---,---
