Rank,Country,Lower or single House,Lower or single House.1,Lower or single House.2,Lower or single House.3,Upper House or Senate,Upper House or Senate.1,Upper House or Senate.2,Upper House or Senate.3
52,China,3 2008,2987,637,21.30%,---,---,---,---
"""",Italy,4 2008,630,134,21.30%,4 2008,321,59,18.40%
53,Cambodia,7 2008,123,26,21.10%,1 2006,61,9,14.80%
54,Bulgaria,7 2009,240,50,20.80%,---,---,---,---
"""",Cape Verde,2 2011,72,15,20.80%,---,---,---,---
"""",Malawi,5 2009,192,40,20.80%,---,---,---,---
"""",Dominican Republic,5 2010,183,38,20.80%,5 2010,32,3,9.40%
55,Nicaragua,11 2006,92,19,20.70%,---,---,---,---
56,Latvia,10 2010,100,20,20.00%,---,---,---,---
"""",Luxembourg,6 2009,60,12,20.00%,---,---,---,---
"""",Poland,10 2007,460,92,20.00%,10 2007,100,8,8.00%
57,Estonia,3 2011,101,20,19.80%,---,---,---,---
58,Israel,2 2009,120,23,19.20%,---,---,---,---
59,Lithuania,10 2008,141,27,19.10%,---,---,---,---
60,El Salvador,1 2009,84,16,19.00%,---,---,---,---
"""",Tajikistan,2 2010,63,12,19.00%,3 2010,34,5,14.70%
61,France,6 2007,577,109,18.90%,9 2008,343,75,21.90%
62,Mauritius,5 2010,69,13,18.80%,---,---,---,---
"""",Republic of Moldova,11 2010,101,19,18.80%,---,---,---,---
63,Bangladesh,12 2008,345,64,18.60%,---,---,---,---
64,Sao Tome and Principe,8 2010,55,10,18.20%,---,---,---,---
65,Indonesia,4 2009,560,101,18.00%,---,---,---,---
"""",Honduras,11 2009,128,23,18.00%,---,---,---,---
66,Kazakhstan,8 2007,107,19,17.80%,10 2008,47,2,4.30%
67,Greece,10 2009,300,52,17.30%,---,---,---,---
68,Venezuela,9 2010,165,28,17.00%,---,---,---,---
69,Turkmenistan,12 2008,125,21,16.80%,---,---,---,---
"""",United States of America 2,11 2010,435,73,16.80%,11 2010,100,17,17.00%
70,Bosnia and Herzegovina,10 2010,42,7,16.70%,3 2007,15,2,13.30%
"""",San Marino,11 2008,60,10,16.70%,---,---,---,---
71,Albania,6 2009,140,23,16.40%,---,---,---,---
72,Azerbaijan,11 2010,125,20,16.00%,---,---,---,---
"""",Slovakia,6 2010,150,24,16.00%,---,---,---,---
73,Democratic People's Republic of Korea,3 2009,687,107,15.60%,---,---,---,---
74,Burkina Faso,5 2007,111,17,15.30%,---,---,---,---
75,Uruguay,10 2009,99,15,15.20%,10 2009,31,4,12.90%
76,Ireland,2 2011,166,25,15.10%,4 2011,59,?,?
77,Zimbabwe,3 2008,214,32,15.00%,3 2008,99,24,24.20%
78,Republic of Korea,4 2008,299,44,14.70%,---,---,---,---
"""",Gabon,1 2009,116,17,14.70%,1 2009,102,18,17.60%
79,Slovenia,9 2008,90,13,14.40%,11 2007,40,1,2.50%
80,Chad,2 2011,175,25,14.30%,---,---,---,---
"""",Saint Vincent and the Grenadines,12 2010,21,3,14.30%,---,---,---,---
81,Chile,12 2009,120,17,14.20%,12 2009,38,5,13.20%
82,Zambia,9 2006,157,22,14.00%,---,---,---,---
"""",Russian Federation,12 2007,450,63,14.00%,N.A.,169,8,4.70%
83,Cameroon,7 2007,180,25,13.90%,---,---,---,---
84,Djibouti,2 2008,65,9,13.80%,---,---,---,---
85,Swaziland,9 2008,66,9,13.60%,10 2008,30,12,40.00%
86,Grenada,7 2008,15,2,13.30%,8 2008,13,4,30.80%
"""",Jamaica,9 2007,60,8,13.30%,9 2007,21,5,23.80%
"""",Thailand,12 2007,473,63,13.30%,3 2008,150,24,16.00%
87,Sierra Leone,8 2007,121,16,13.20%,---,---,---,---
88,Niger,1 2011,107,14,13.10%,---,---,---,---
89,Colombia,3 2010,166,21,12.70%,3 2010,102,16,15.70%
90,Cyprus,5 2006,56,7,12.50%,---,---,---,---
"""",Dominica,12 2009,32,4,12.50%,---,---,---,---
"""",Liberia,10 2005,64,8,12.50%,10 2005,30,5,16.70%
"""",Madagascar,10 2010,256,32,12.50%,10 2010,90,10,11.10%
"""",Paraguay,4 2008,80,10,12.50%,4 2008,45,7,15.60%
91,Syrian Arab Republic,4 2007,250,31,12.40%,---,---,---,---
92,Bahamas,5 2007,41,5,12.20%,5 2007,15,5,33.30%
93,Guatemala,9 2007,158,19,12.00%,---,---,---,---
94,Romania,11 2008,334,38,11.40%,11 2008,137,8,5.80%
95,Japan,8 2009,480,54,11.30%,7 2010,242,44,18.20%
96,Haiti,11 2010,18,2,11.10%,11 2010,30,?,?
"""",Montenegro,3 2009,81,9,11.10%,---,---,---,---
"""",Saint Lucia,12 2006,18,2,11.10%,1 2007,11,4,36.40%
"""",Togo,10 2007,81,9,11.10%,---,---,---,---
97,Jordan,11 2010,120,13,10.80%,11 2010,60,9,15.00%
"""",India,4 2009,545,59,10.80%,3 2010,242,25,10.30%
98,Antigua and Barbuda,3 2009,19,2,10.50%,4 2009,17,5,29.40%
"""",Morocco,9 2007,325,34,10.50%,10 2009,270,6,2.20%
99,Democratic Republic of the Congo,7 2006,500,52,10.40%,1 2007,108,5,4.60%
100,Mali,7 2007,147,15,10.20%,---,---,---,---
101,Barbados,1 2008,30,3,10.00%,2 2008,21,7,33.30%
"""",Equatorial Guinea,5 2008,100,10,10.00%,---,---,---,---
"""",Guinea-Bissau,11 2008,100,10,10.00%,---,---,---,---
102,Malaysia,3 2008,222,22,9.90%,N.A.,64,18,28.10%
103,Kenya,12 2007,224,22,9.80%,---,---,---,---
"""",Suriname,5 2010,51,5,9.80%,---,---,---,---
104,Armenia,5 2007,131,12,9.20%,---,---,---,---
105,Turkey,7 2007,549,50,9.10%,---,---,---,---
"""",Hungary,4 2010,386,35,9.10%,---,---,---,---
106,Cote d'Ivoire,12 2000,203,18,8.90%,---,---,---,---
107,Malta,3 2008,69,6,8.70%,---,---,---,---
108,Brazil,10 2010,513,44,8.60%,10 2010,81,13,16.00%
109,Bhutan,3 2008,47,4,8.50%,12 2007,25,6,24.00%
"""",Panama,5 2009,71,6,8.50%,---,---,---,---
110,Benin,4 2011,83,7,8.40%,---,---,---,---
111,Ghana,12 2008,230,19,8.30%,---,---,---,---
112,Ukraine,9 2007,450,36,8.00%,---,---,---,---
113,Botswana,10 2009,63,5,7.90%,---,---,---,---
114,Algeria,5 2007,389,30,7.70%,12 2009,136,7,5.10%
"""",Kuwait,5 2009,65,5,7.70%,---,---,---,---
"""",Libyan Arab Jamahiriya,3 2009,468,36,7.70%,---,---,---,---
115,Gambia,1 2002,53,4,7.50%,---,---,---,---
116,Congo,6 2007,137,10,7.30%,8 2008,70,9,12.90%
117,Nigeria,4 2007,358,25,7.00%,4 2007,109,9,8.30%
118,Somalia,8 2004,546,37,6.80%,---,---,---,---
119,Saint Kitts and Nevis,1 2010,15,1,6.70%,---,---,---,---
120,Georgia,5 2008,138,9,6.50%,---,---,---,---
"""",Maldives,5 2009,77,5,6.50%,---,---,---,---
121,Sri Lanka,4 2010,225,12,5.30%,---,---,---,---
122,Kiribati,8 2007,46,2,4.30%,---,---,---,---
"""",Myanmar,11 2010,326,14,4.30%,11 2010,168,6,3.60%
123,Samoa,3 2011,49,2,4.10%,---,---,---,---
124,Mongolia,6 2008,76,3,3.90%,---,---,---,---
125,Vanuatu,9 2008,52,2,3.80%,---,---,---,---
126,Tonga 3,11 2010,28,1,3.60%,---,---,---,---
127,Lebanon,6 2009,128,4,3.10%,---,---,---,---
128,Comoros,12 2009,33,1,3.00%,---,---,---,---
"""",Marshall Islands,11 2007,33,1,3.00%,---,---,---,---
129,Iran (Islamic Republic of),3 2008,290,8,2.80%,---,---,---,---
130,Bahrain,10 2010,40,1,2.50%,11 2010,40,11,27.50%
131,Papua New Guinea,6 2007,109,1,0.90%,---,---,---,---
132,Yemen,4 2003,301,1,0.30%,4 2001,111,2,1.80%
133,Belize,2 2008,32,0,0.00%,3 2008,13,5,38.50%
"""",Micronesia (Federated States of),3 2011,14,0,0.00%,---,---,---,---
"""",Nauru,6 2010,18,0,0.00%,---,---,---,---
"""",Oman,10 2007,84,0,0.00%,11 2007,72,14,19.40%
"""",Palau,11 2008,16,0,0.00%,11 2008,13,2,15.40%
"""",Qatar,7 2010,35,0,0.00%,---,---,---,---
"""",Saudi Arabia,2 2009,150,0,0.00%,---,---,---,---
"""",Solomon Islands,8 2010,50,0,0.00%,---,---,---,---
"""",Tuvalu,9 2010,15,0,0.00%,---,---,---,---
?,Central African Republic,3 2011,105,?,?,---,---,---,---
?,Peru,4 2011,130,?,?,---,---,---,---
