Rank,Country,Lower or single House,Lower or single House.1,Lower or single House.2,Lower or single House.3,Upper House or Senate,Upper House or Senate.1,Upper House or Senate.2,Upper House or Senate.3
83,Pakistan,11.05.2013,340,70,20.6%,05.03.2015,104,19,18.3%
84,Madagascar,20.12.2013,151,31,20.5%,29.12.2015,63,12,19.0%
85,Bulgaria,05.10.2014,240,49,20.4%,---,---,---,---
86,Cambodia,28.07.2013,123,25,20.3%,29.01.2012,61,10,16.4%
87,Bangladesh,05.01.2014,350,70,20.0%,---,---,---,---
"""",Czech Republic,25.10.2013,200,40,20.0%,10.10.2014,81,15,18.5%
"""",Liechtenstein,03.02.2013,25,5,20.0%,---,---,---,---
"""",Slovakia,05.03.2016,150,30,20.0%,---,---,---,---
91,Colombia,09.03.2014,166,33,19.9%,09.03.2014,102,23,22.5%
"""",Saudi Arabia,15.01.2013,151,30,19.9%,---,---,---,---
93,Greece,20.09.2015,300,59,19.7%,---,---,---,---
"""",Kenya,04.03.2013,350,69,19.7%,04.03.2013,68,18,26.5%
95,Cyprus,22.05.2016,56,11,19.6%,---,---,---,---
96,United States of America,04.11.2014,434,84,19.4%,04.11.2014,100,20,20.0%
97,Kyrgyzstan,04.10.2015,120,23,19.2%,---,---,---,---
98,Tajikistan,01.03.2015,63,12,19.0%,27.03.2015,32,2,6.3%
99,Panama,04.05.2014,71,13,18.3%,---,---,---,---
100,Sao Tome and Principe,12.10.2014,55,10,18.2%,---,---,---,---
101,Latvia,04.10.2014,100,18,18.0%,---,---,---,---
102,Togo,25.07.2013,91,16,17.6%,---,---,---,---
103,Jamaica,22.02.2016,63,11,17.5%,10.03.2016,21,5,23.8%
104,Montenegro,14.10.2012,81,14,17.3%,---,---,---,---
105,Indonesia,09.04.2014,555,95,17.1%,---,---,---,---
106,Morocco,25.11.2011,395,67,17.0%,02.10.2015,120,14,11.7%
"""",Republic of Korea,13.04.2016,300,51,17.0%,---,---,---,---
108,Azerbaijan,01.11.2015,124,21,16.9%,---,---,---,---
109,Barbados,21.02.2013,30,5,16.7%,06.03.2013,21,5,23.8%
"""",Malawi,20.05.2014,192,32,16.7%,---,---,---,---
"""",Saint Lucia,28.11.2011,18,3,16.7%,05.01.2012,11,3,27.3%
"""",San Marino,11.11.2012,60,10,16.7%,---,---,---,---
113,Democratic People's Republic of Korea,09.03.2014,687,112,16.3%,---,---,---,---
114,Uruguay,26.10.2014,99,16,16.2%,26.10.2014,31,9,29.0%
115,Fiji,17.09.2014,50,8,16.0%,---,---,---,---
"""",Libya,25.06.2014,188,30,16.0%,---,---,---,---
"""",Uzbekistan,21.12.2014,150,24,16.0%,13.01.2015,100,17,17.0%
118,Chile,17.11.2013,120,19,15.8%,17.11.2013,38,6,15.8%
119,Croatia,08.11.2015,151,23,15.2%,---,---,---,---
120,Paraguay,21.04.2013,80,12,15.0%,21.04.2013,45,9,20.0%
121,Chad,13.02.2011,188,28,14.9%,---,---,---,---
"""",Egypt,17.10.2015,596,89,14.9%,---,---,---,---
"""",Turkey,01.11.2015,550,82,14.9%,---,---,---,---
124,Niger,21.02.2016,171,25,14.6%,---,---,---,---
125,Mongolia,28.06.2012,76,11,14.5%,---,---,---,---
126,Venezuela (Bolivarian Republic of),06.12.2015,167,24,14.4%,---,---,---,---
127,Gabon,17.12.2011,120,17,14.2%,13.12.2014,99,18,18.2%
128,Guatemala,06.09.2015,158,22,13.9%,---,---,---,---
129,Somalia,20.08.2012,275,38,13.8%,---,---,---,---
130,Guinea-Bissau,13.04.2014,102,14,13.7%,---,---,---,---
"""",Romania,09.12.2012,401,55,13.7%,09.12.2012,168,13,7.7%
132,Russian Federation,04.12.2011,450,61,13.6%,N.A.,170,29,17.1%
133,Saint Kitts and Nevis,16.02.2015,15,2,13.3%,---,---,---,---
134,Bahamas,07.05.2012,38,5,13.2%,23.05.2012,16,4,25.0%
"""",Syrian Arab Republic,13.04.2016,250,33,13.2%,---,---,---,---
136,Saint Vincent and the Grenadines,09.12.2015,23,3,13.0%,---,---,---,---
137,Malta,09.03.2013,70,9,12.9%,---,---,---,---
138,Djibouti,22.02.2013,55,7,12.7%,---,---,---,---
"""",Zambia,20.09.2011,158,20,12.7%,---,---,---,---
140,Sierra Leone,17.11.2012,121,15,12.4%,---,---,---,---
141,India,07.04.2014,543,65,12.0%,21.03.2016,241,29,12.0%
"""",Jordan,23.01.2013,150,18,12.0%,25.10.2013,75,8,10.7%
"""",Ukraine,26.10.2014,416,50,12.0%,---,---,---,---
144,Mauritius,10.12.2014,69,8,11.6%,---,---,---,---
145,Georgia,01.10.2012,150,17,11.3%,---,---,---,---
146,Antigua and Barbuda,12.06.2014,18,2,11.1%,25.06.2014,17,7,41.2%
147,Liberia,11.10.2011,73,8,11.0%,20.12.2014,30,3,10.0%
148,Ghana,07.12.2012,275,30,10.9%,---,---,---,---
149,Armenia,06.05.2012,131,14,10.7%,---,---,---,---
150,Malaysia,05.05.2013,222,23,10.4%,N.A.,64,14,21.9%
151,Hungary,06.04.2014,198,20,10.1%,---,---,---,---
152,Samoa,04.03.2016,50,5,10.0%,---,---,---,---
153,Brazil,05.10.2014,513,51,9.9%,05.10.2014,81,13,16.0%
"""",Myanmar,08.11.2015,433,43,9.9%,08.11.2015,224,23,10.3%
155,Botswana,24.10.2014,63,6,9.5%,---,---,---,---
"""",Japan,14.12.2014,475,45,9.5%,21.07.2013,242,38,15.7%
157,Burkina Faso,29.11.2015,127,12,9.4%,---,---,---,---
"""",Gambia,29.03.2012,53,5,9.4%,---,---,---,---
159,Cote d'Ivoire,11.12.2011,251,23,9.2%,---,---,---,---
160,Marshall Islands,16.11.2015,33,3,9.1%,---,---,---,---
161,Democratic Republic of the Congo,28.11.2011,492,44,8.9%,19.01.2007,108,5,4.6%
162,Mali,24.11.2013,147,13,8.8%,---,---,---,---
163,Bhutan,13.07.2013,47,4,8.5%,23.04.2013,25,2,8.0%
164,Central African Republic,14.02.2016,131,11,8.4%,---,---,---,---
165,Bahrain,22.11.2014,40,3,7.5%,07.12.2014,40,9,22.5%
166,Congo,15.07.2012,136,10,7.4%,12.10.2014,72,14,19.4%
167,Benin,26.04.2015,83,6,7.2%,---,---,---,---
168,Tuvalu,31.03.2015,15,1,6.7%,---,---,---,---
169,Brunei Darussalam,05.03.2016,31,2,6.5%,---,---,---,---
"""",Kiribati,30.12.2015,46,3,6.5%,---,---,---,---
171,Swaziland,20.09.2013,65,4,6.2%,30.10.2013,30,10,33.3%
172,Thailand,07.08.2014,197,12,6.1%,---,---,---,---
173,Iran (Islamic Republic of),26.02.2016,289,17,5.9%,---,---,---,---
"""",Maldives,22.03.2014,85,5,5.9%,---,---,---,---
175,Sri Lanka,17.08.2015,225,13,5.8%,---,---,---,---
176,Nigeria,28.03.2015,360,20,5.6%,28.03.2015,108,7,6.5%
177,Nauru,08.06.2013,19,1,5.3%,---,---,---,---
178,Belize,07.03.2012,32,1,3.1%,21.03.2012,13,5,38.5%
"""",Lebanon,07.06.2009,128,4,3.1%,---,---,---,---
180,Comoros,25.01.2015,33,1,3.0%,---,---,---,---
181,Papua New Guinea,23.06.2012,111,3,2.7%,---,---,---,---
182,Solomon Islands,19.11.2014,50,1,2.0%,---,---,---,---
183,Kuwait,27.07.2013,65,1,1.5%,---,---,---,---
184,Oman,25.10.2015,85,1,1.2%,07.11.2015,85,14,16.5%
185,Haiti,09.08.2015,92,0,0.0%,09.08.2015,23,0,0.0%
"""",Micronesia (Federated States of),03.03.2015,14,0,0.0%,---,---,---,---
"""",Palau,06.11.2012,16,0,0.0%,06.11.2012,13,3,23.1%
"""",Qatar,01.07.2013,35,0,0.0%,---,---,---,---
"""",Tonga,27.11.2014,26,0,0.0%,---,---,---,---
"""",Vanuatu,22.01.2016,52,0,0.0%,---,---,---,---
"""",Yemen,27.04.2003,300,0,0.0%,28.04.2001,111,2,1.8%
?,Dominican Republic,15.05.2016,190,?,?,15.05.2016,32,3,9.4%
?,Philippines,09.05.2016,297,?,?,09.05.2016,24,6,25.0%
